URL,Title,Title_Content,Description,Description_content,Keywords,Href_langs,X_default,Canonical,H1_tag,Calender,Content,Schema,GA_code,Status,Desktop_page_load_score,Mobile_page_load_score
https://www.cleartrip.sa/flight-schedule/riyadh-abha-flights.html,true,"Riyadh to Abha Flights, Airfares @ SAR 139 + SAR 700 off – Cleartrip",true,Find the best deal for Riyadh to Abha flights on Cleartrip. Use Coupon code - FLIGHTS & get amazing discounts on the flights from Riyadh to Abha. Hurry Now!,true,true,true,true,true,true,false,true,true,200,58,47
https://www.cleartrip.sa/flight-booking/saudi-arabian-air-airlines.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,61,48
https://www.cleartrip.sa/flight-tickets/chennai-muscat-cheap-airtickets.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,60,46
https://www.cleartrip.sa/tourism/airports/dubai-airport.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,83,66
https://www.cleartrip.sa/flight-booking/saudi-arabian-air-airlines-flight-pnr-status.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,79,63
https://www.cleartrip.sa/flight-booking/saudi-arabian-air-airlines-web-check-in.html,true,"Saudi Arabian Web Check-In,  Saudi Arabian Online Check in - Cleartrip",true,Quickly use Saudi Arabian web check-in facility and print your boarding pass from home/office and proceed directly to the security check at the airport.,true,true,true,true,true,false,true,true,true,200,79,62
https://www.cleartrip.sa/flight-booking/saudi-arabian-air-baggages.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,78,62
https://www.cleartrip.sa/flight-booking/saudi-arabian-air-airlines-customer-support.html,true,failover-www.cleartrip.sa SSL-ERROR,false,"",false,false,false,false,false,false,false,false,false,200,79,64
https://www.cleartrip.sa/ar/flight-schedule/riyadh-abha-flights.html,true," إلى أبها رحلات, اسعار الرحلات الجوية @ SAR 139 + SAR 1000 استرداد النقود – Cleartrip",true,رحلات الرياض إلى أبها رخيصة - يقدم https://www.cleartrip.sa أفضل العروض على الرياض إلى أبها حجز الرحلة. تفقد لائحة رحلةالرياض إلى أبها هنا وأحجز الآن. سهلة، سريعة وموثوق بها,true,true,true,true,true,true,false,true,true,200,63,51
https://www.cleartrip.sa/ar/flight-booking/saudi-arabian-air-airlines.html,true,الخطوط الجوية السعودية - احجز أرخص تذاكر الخطوط الجوية العربية السعودية على Cleartrip,true,تحلق الخطوط السعودية؟ هل تبحث عن أفضل الأسعار على تذاكر الخطوط الجوية العربية السعودية؟ يوفر Cleartrip أرخص الأسعار على تذاكر الخطوط الجوية العربية السعودية حتى 700 ريال سعودي,true,true,true,true,true,false,true,true,true,200,51,38
