URL,Title,Title_Content,Description,Description_content,Keywords,Href_langs,X_default,Canonical,H1_tag,Calender,Content,Schema,GA_code,Status,Desktop_page_load_score,Mobile_page_load_score
https://www.cleartrip.com/flight-booking/indigo-airlines-flight-pnr-status.html,true,Check your IndiGo Flight PNR Status on Cleartrip,true,Check your IndiGo Airline PNR status at Cleartrip and track the real-time flight status to get latest update on arrival and departure of IndiGo flights.,true,true,true,true,true,false,true,true,true,200,79,64
https://www.cleartrip.com/flight-booking/indigo-airlines-web-check-in.html,true,IndiGo Web Checkin Online using PNR - Cleartrip,true,Avoid waiting in long queues at the airport use web check in facility and print your boarding pass from home/office and proceed directly to the security check at the airport.,true,true,true,true,true,false,true,true,true,200,79,64
https://www.cleartrip.com/flight-booking/indigo-airlines.html,true,"IndiGo, lowest fare on IndiGo flight booking with Cleartrip",true,"Find &amp; book your IndiGo flight tickets at lowest air fares with Cleartrip. Plan your trip &amp; check availability for your selected time, date & destination here",true,true,true,true,true,false,true,true,true,200,62,49
https://www.cleartrip.com/flight-schedule/chennai-dubai-flights.html,true," Chennai to Dubai Flights, Airfares @ ₹6358 + ₹10000 instant discount in Cleartrip",true,Book cheap flights from Chennai to Dubai - Up to Rs. 15000 Cashback on online Flights ticket booking from Chennai to Dubai. Use Code FESTIVE. Book Now!,true,true,true,true,true,true,true,true,true,200,62,51
