dep_city_code,arr_city_code,dep_city_name,arr_city_name,schedule_url,ticket_url
ADL,TLV,Adelaide,Tel Aviv Yafo,adelaide-tel-aviv-yafo-flights.html,adelaide-tel-aviv-yafo-cheap-airtickets.html
