city_code,city_name_en,city_name_ar,city_name_hi
FOD,Fort Dodge,فورت دودج,फ़ोर्ट डॉड्ज
FOG,Foggia,فوجيا,फोगिया
FON,La Fortuna San Carlos,لا فورتونا سان كارلوس,ला फॉर्च्यूना सेन कार्लोस
FOR,Fortaleza,فورتاليزا,फोर्टलज़ा
FPO,Freeport,فريبورت,फ्रीपोर्ट
FRA,Frankfurt,فرانكفورت,फ्रैंकफर्ट
FRD,Friday harbor,فرايدي هاربور,फ्राइडे हार्बर
FRE,Fera Island,جزيرة فيرا,फेरा आइलैंड
FRO,Floro,فلورو,फ्लोरो
FRS,Flores,فلوريس,फ्लॉरेस
FRU,Bishkek,بيشكيك,बिश्केक
FRW,Francistown,فرانسيستوون,फ्रॅन्सिसटाउन
FSC,Figari,فيغاري,फ़िगरी
FSD,Sioux Falls,سيوكس فولز,सिओक्स फॉल्स
FSM,Fort Smith,فورت سميث,फोर्ट स्मिथ
FSP,St Pierre,سانت بيير,सेंट पियरे
FSZ,Shizuoka,,शिज़ुओका
FTA,Futuna Island,جزيرة فوتونا,फ़्यूचूना आइलैंड
FTE,El Calafate,إلكالافاتى,एल कलाफटे
FTI,"","",""
FTU,Tolagnaro,تولاغنارو,टोलग्नारो
FUE,Fuerteventura Puerto Del Rosario,فويرتيفنتورا / بويرتو ديل روساريو,फुएर्टेवेंटूरा प्वेर्टो डेल रोज़ारियो
FUG,Fuyang,,फूयांग
FUJ,Fukue,فيوكو,फुकु
FUK,Fukuoka,فوكوكا,फुकुओका
FUN,Funafuti Atol,فونافوتي أتول,फुनाफुति एटोल
FUO,Foshan,,फोशन
FUT,Futuna Island,,फ़्यूचूना आइलैंड
FVM,"","",""
FWA,Fort Wayne,فورت واين,फोर्ट वेन
FYJ,"","",""
FYN,"","",""
FYU,Fort Yukon,,फोर्ट यूकॉन
FYV,Fayetteville,فايتفيل,फयेत्तीविल्ल 
GAE,Gabes,,गेब्स
GAF,Gafsa,,गाफ्सा
GAJ,Yamagata,ياماغاتا,यामागाटा
GAL,Galena,غالينا,गालेना
GAM,Gambell,غامبيل,गैम्बल
GAN,Gan Island,,गॅन आइलॅंड
GAO,Guantanamo,غوانتانامو,ग्वांतानामो
GAU,Guwahati,جواهاتي,गुवाहाटी
GAX,Gamba,,गैम्बा
GAY,Gaya,جايا,गया
GBB,Qabala,,काबाला
GBE,Gaborone,غابورون,गॅबरोने
GBT,Gorgan,جرجان,गोर्गन
GCC,Gillette,جيليت,जिलेट
GCH,"","",""
GCI,Guernsey,غيرنسي,गर्न्ज़ी
GCK,Garden City,جاردن سيتي,गार्डन सिटी
GCM,Grand Cayman Island,جزيرة كايمان العظمى,ग्रैंड केमैन आइलॅंड
GCN,Grand Canyon,غراند كانيون,ग्रैंड कैनियन
GCW,Grand Canyon West,,ग्रांड कॅनियन वेस्ट
GDE,Gode,غودي,गाड़
GDL,Guadalajara,غوادالاخارا,गुआदलज़ारा
GDN,Gdansk,غدانسك,जिडान्स्क
GDQ,Gondar,غوندار,गोंदर
GDT,Grand Turk Is,جزيرة غراند تورك,ग्रांड तुर्क इस
GDV,Glendive,غلينديف,ग्लेनडिव
GDX,Magadan,ماجادان,मॅगडन
GDZ,Gelendzik,,जेलंजहिक
GEG,Spokane,سبوكان,स्पोकेन
GEL,"","",""
GEM,"","",""
GEO,Georgetown,جورج تاون,जॉर्ज टाउन
GER,Nueva Gerona,,नुएवा जेरोना
GES,General Santos City,مدينة جنرال سانتوس,जनरल सैंटोस सिटी
GET,Geraldton,جيرالدتون,जेराल्टोन
GEV,Gallivare,جاليفار,गैलिवेयर
GFF,Griffith,,ग्रिफ़िथ
GFK,Grand Forks,غراند فوركس,ग्रांड फोर्कस
GFN,Grafton,,ग्राफ्टन
GGG,Gladewater Kilgore Longview,كلادووتر / كيلغور / لونغفيو,ग्लाडवॉटर किल्गोर लोंगव्यू
GGM,"","",""
GGR,"","",""
GGT,George Town,جورج تاون,जॉर्ज टाउन
GGW,Glasgow,غلاسكو,ग्लासगोव
GHA,Ghardaia,غرداية,गारडैया
GHB,Governors Harbour,جارفرنرز هاربر,गवर्नर्स हार्बर
GHT,Ghat,,घाट
GIB,Gibraltar,جبل طارق,जिब्राल्टर
GIL,Gilgit,جيلجيت,गिलगित
GIS,Gisborne,جيسبورن,गिसबॉर्न
GIU,Sigiriya,,सीग़िरिया
GIZ,Gizan,جيزان,गिज़न
GJA,Guanaja,غواناجا,गुआनजा
GJL,Jijel,جيجل,जिजेल
GJT,Grand Junction,غراند جانكشن,ग्रांड जंक्शन
GKA,Goroka,جوروكا,गोरोका
GKK,Kooddoo,,कूद्डू
GLA,Glasgow,غلاسكو,ग्लासगो
GLF,Golfito,غولفيتو,गोल्फीटो
GLH,Greenville,غرينفيل,ग्रीनविल्ल
GLK,Galcaio,جالكعيو,गलकैओ
GLN,"","",""
GLO,Golouchestershire,غولوتشيسيرشير ؟؟؟؟؟؟؟؟,गलोवौचेस्टरशाइर
GLT,Gladstone,غلادستون,ग्लैडस्टोन
GLU,"","",""
GLV,Golovin,,गोलोविन
GLX,"","",""
GMA,Gemena,,जेमीना
GMB,Gambella,غامبيلا,गेमबेला
GME,Gomel,غوميل,गोमेल
GMO,"","",""
GMQ,"","",""
GMR,Totegegie,توتي جيجي,टोटेगेगी
GMZ,La Gomera,,ला गोमेरा
GNA,Hrodna,,ह्रोडना
GND,Grenada,غرينادا,ग्रेनडा
GNS,Gunung Sitoli,,गुनुंग सितोली
GNU,Goodnews Bay,,गुडन्यूज़ बे
GNV,Gainesville,غاينيسفيل,गइनेसविल
GNY,Sanliurfa,,संलिर्फ़ा
GOA,Genoa,جنوة,जेनोआ
GOH,Nuuk,نوك,नूक
GOI,Goa,غوا,गोवा
GOJ,Nizhniy Novgorod,نيجني نوفغورود,निज़नीय नोवगोरोड
GOM,Goma,,गोमा
GOP,Gorakhpur,جوراخبور,गोरखपुर
GOQ,Golmud,جلمود,गोल्मड
GOT,Gothenburg,غوتنبرغ,गोथेनबर्ग 
GOU,Garoua,غاروا,गरौआ
GOV,Gove,غوف,गोव
GPA,Patras,باتراس,पॅटरास
GPI,Guapi,غوابي,गुआपी
GPS,Galapagos Is,أرخبيل غالاباغوس,गलापागोस इस
GPT,Gulfport,جولفبورت,गल्फपोर्ट
GRB,Green Bay,غرين باي,ग्रीन बे
GRI,Grand Island,غراند آيلاند,ग्रैंड आइलैंड
GRJ,George,جورج,जॉर्ज
GRO,Gerona,جيرونا,जेरोना
GRQ,Groningen,جرونينجن,ग्रोनिंगन
GRR,Grand Rapids,غراند رابيدز,ग्रैंड रेपिड्स
GRV,Grozny,غروزني,ग्रोज्नी
GRW,Graciosa Island,جزيرة غراسيوزا,ग्रासिओसा आइलैंड
GRX,Granada,غرناطة,ग्रेनाडा
GRZ,Graz,غراتس,ग्राज़
GSM,Gheshm,قشم,घेशम्
GSO,Greensboro High Point High Point,غرينزبورو/ هاي بوينت / هاي بوينت,ग्रीन्सबोरो  हाई  पॉइंट  हाई  पॉइंट
GSP,Greenville Greer,غرينفيل / غرير,ग्रेयेनविल ग्रियर
GST,Gustavus,غوستافوس,गस्तवस
GTE,Groote Eylandt,جروتي يلاندت,ग्रोएट आइलॅंड
GTF,Great Falls,غريت فولز,ग्रेट फॉल्स
GTO,Gorontalo,جورونتالو,गोरोन्तालो
GTZ,"","",""
GUA,Guatemala City,مدينة غواتيمالا,ग्वाटेमाला सिटी
GUB,"","",""
GUC,Gunnison,غنيسن,गनीसान
GUM,Tamning,تامنينغ,टैंमनिंग
GUO,"","",""
GUR,Gurney,,गर्नी
GUW,Atyrau,أتيراو,अतिरौ
GVA,Geneva,جنيف,जिनेवा
GVR,Governador Valadares,,गवर्नेडॉर वलडेर्स
GWD,Gwadar,جوادر,ग्वेदार
GWL,Gwalior,جواليور,ग्वालियर
GWT,Westerland,ويسترلاند,वेस्टरलैंड
GXF,Sayun Intl,سيئون الدولي,सेयुन आयएनटीएल
GXH,Xiahe city,,झियाही सिटी
GYA,Guayaramer¡n,,ग्वायरॅमरन
GYE,Guayaquil,غواياكيل,ग्वायेकिल
GYG,"","",""
GYL,Argyle,,आर्गाइल
GYM,"","",""
GYN,Goiania,غويانيا,गोयानिआ
GYS,Guangyuan,قوانغيوان,ग्वांगयुआन
GYU,Guyuan,,गुयुआन
GZO,Gizo,جيزو,गिज़ो
GZP,Alanya,,अलान्या
GZT,Gaziantep,غازي عنتاب,गाजियांटेप
HAA,Hasvik,هاسفيك,हसविक
HAC,Hachijojima,,हाचिज़ॉजिमा
HAD,Halmstad,هالمستاد,हॉल्म्स्टॅड
HAJ,Hannover,هانوفر,हनोवर
HAK,Haikou,هايكو,हॉइकोउ 
HAM,Hamburg,هامبورغ,हैम्बर्ग
HAN,Hanoi,هانوي,हनोई
HAQ,Haa dhaalu atoll,ها دالو أتول,हा ढालु एटोल
HAR,Harrisburg,هاريسبورغ,हैरिसबर्ग
HAS,Hail,حائل,हेल
HAU,Haugesund,هاوغيسند,हौगसन्द
HAV,Havana,هافانا,हवाना
HBA,Hobart,هوبارت,होबार्ट
HBX,"","",""
HCJ,"","",""
HCQ,"","",""
HCR,Holy Cross,هولي كروس,होली क्रॉस
HDF,Heringsdorf,هيرينغسدورف,हेरिंगसदोर्फ
HDG,Handan,,हान्डान
HDM,"","",""
HDN,Hayden,هايدن,हेडन
HDS,Hoedspruit,هويدسبرويت,होएड्स्प्रूट
HDY,Hat Yai,هات ياي,हत याई
HEA,Herat,هرات,हेरात
HEH,Heho,هيهو,हेहो
HEK,Heihe,هيهي,हैहे
HEL,Helsinki,هلسنكي,हेलसिंकी
HER,Heraklion,هيراكليون,हेराक्लिओन
HET,Hohhot,هوهوت,होहोट
HFA,"","",""
HFD,Hartford,,हार्टफोर्ड
HFE,Hefei,خفي,हेफ़ेई
HFS,Hagfors,هاغفورس,हागफोर्स
HFT,Hammerfest,هامرفست,ह्म्मरफेस्ट 
HGA,Hargeisa,هرجيسا,हेर्गियीसा
HGD,Hughenden,,ह्युएन्डन
HGH,Hangzhou,هانغتشو,हांग्जो
HGN,Mae Hong Son,ماى هونغ سون,माए हॉंग सन
HGO,Korhogo,كورهوغو,कॉरहोगो
HGR,Hagerstown,هاغرستوون,हैगर्सटाउन
HGU,Mount Hagen,مونت هاغن,माउंट हेगन
HHH,Hilton Head,هيلتون هيد,हिल्टन हेड
HHQ,Prachuap Khiri Khan,,प्रकुआप खीरी खान
HHR,"","",""
HHZ,"","",""
HIA,Huai An,,हुअई एन
HIB,Chisholm Hibbing,تشيشولم / هيبينغ,कैशोलम हिबिंग
HID,Horn Island,هورن آيلاند,हॉर्न आइलैंड
HIJ,Hiroshima,هيروشيما,हिरोशिमा
HIM,"","",""
HIN,Sacheon,ساتشيون,शेचेन
HIR,Honiara,هونيارا,होनियारा
HJJ,Zhijiang,,ज़ीजीयंग
HJR,Khajuraho,خاجوراهو,खजुराहो
HKB,Healy,,हीली
HKD,Hakodate,هاكوداته,हकॉडेट
HKG,Hong Kong,هونغ كونغ,होंग कॉंग
HKK,Hokitika,هوكيتيكا,होकिटिका
HKN,Hoskins,هوسكينز,होस्किंस
HKT,Phuket,فوكيت,फुकेत
HLD,Hailar,هايلار,हैइलर
HLE,"","",""
HLH,Ulanhot,أولانهوت,उलानहॉट
HLN,Helena,هيلينا,हेलेना
HLZ,Hamilton,هاميلتون,हैमिल्टन
HMA,Khanty Mansiysk,خانتي مانسيسك,खांटी मानसियस्क
HMB,Sohag,,सोहाग
HME,Hassi Messaoud,حاسي مسعود,हस्सी  मेस्सावुड
HMI,Hami,هامي,हामी
HMO,Hermosillo,هيرموسيلو,हर्मोसिलो
HMV,Hemavan,هيمافان,हेमावान
HNA,Hanamaki,هاناماكي,हानामाकी
HNH,Hoonah,هوناه,हूनह
HNL,Honolulu,هونولولو,होनोलूलू
HNM,Hana,هانا,हाना
HNS,Haines,هينز,हेन्स
HNY,"","",""
HOB,Hobbs,هوبس,हॉब्स
HOD,Hodeidah,الحديدة,होडएदह
HOE,"","",""
HOF,Al Ahsa,الأحساء,अल अह्सा
HOG,Holguin,هولغوين,होल्गिन
HOI,Hao island,جزيرة هاو,हाओ आइलैंड
HOM,Homer,هومر,होमर
HON,Huron,هورون,हुरोन
HOR,Horta,هورتا,होरता 
HOT,Hot Springs,هت سبرينغز,हॉट स्प्रिंग्स
HOU,Houston,هيوستن,ह्यूस्टन
HOV,Orsta-Volda,,ऑर्स्टा-वोल्डा
HOX,"","",""
HPA,Lifuka,,लिफ़ुका
HPB,Hooper Bay,هوبر باي,हूपर बे
HPG,"","",""
HPH,Haiphong,هايفونغ,हाइफोंग
HPN,Westchester County,مقاطعة ويستتشستر,वेस्टचेस्टर काउंटी
HRB,Harbin,هاربين,हार्बिन
HRE,Harare,هراري,हरारे
HRG,Hurghada,الغردقة,हर्गहाडा
HRI,Mattala,,मत्ताला
HRK,Kharkov,خاركوف,खारकोव
HRL,Harlingen,هارلنغن,हर्लिंगन
HRO,Harrison,هاريسون,हैरिसन
HSG,Saga,ساغا,सागा
HSL,Huslia,,हुसलिया
HSN,Zhoushan,تشوشان,ज़्होशन
HSV,Huntsville,هانتسفيل,हंट्सविल
HTA,Chita,تشيتا,चीता
HTG,Khatanga,,खाटँगा
HTI,Hamilton Island,جزيرة هاميلتون,हैमिल्टन आइलॅंड
HTN,Hotan,هوتان,होटन
HTS,Huntington Ashland,هنتنغتون آشلاند,हटिंगटन ऐशलैंड
HTT,"","",""
HTY,Hatay,,हटे
HUE,Humera,,हुमेरा
HUH,Huahine Island,جزيرة هواهين,हुआहिने आइलैंड
HUI,Hue,هوي,ह्यू
HUN,Hualien,هوالين,ह्यूलियन
HUO,"","",""
HUS,Hughes,,ह्यूग्स
HUU,Hu nuco,,हू नुको
HUX,Bahias Dehuatulco,باهياس دا هواتولكو,बहियास देहुआतुल्को
HUY,Humberside,هامبرسايد,हम्बरसाइड
HUZ,Huizhou,,हुईज़ोउ
HVB,Hervey Bay,خليج هيرفي,हार्वे बे
HVD,Khovd,,खोवद
HVG,Honningsvag,هونينجسفاغ,होंनिंग्स्वाग
HVN,New Haven,نيو هيفن,न्यू हेवन
HVR,Havre,هافر,हार्वे
HXD,Hilton Head Island,,हिल्टन हेड आइलैंड
HYA,Hyannis,هيانيس,ह्यांनिस
HYD,Hyderabad,حيدر أباد,हैदराबाद
HYG,Hydaburg,,हाइडबर्ग
HYL,Hollis,,हॉलिस
HYN,Huangyan,هوانغيان,हुआंगयान
HYS,Hays,هايز,हेज़
HZG,Hanzhong,,हैन्ज़ॉंग
HZH,Liping,,लीपिंग
IAA,Igarka,,इगारका
IAG,Niagara Falls,شلالات نياجرا,नाइयगरा फॉल्स
IAM,Zarzaitine,زرزايتين,ज़ॅयरज़िटिन
IAN,Kiana,,किआना
IAO,"","",""
IAR,Yaroslavl,,यारोस्लावल
IAS,Iasi,إياسي,आयएएसआय
IBA,Ibadan,,इबादन
IBE,Ibague,إيباجي,इबाग
IBR,Ibaraki,,इबाराकी
IBZ,Ibiza,إيبيزا,ईबीज़ा
ICI,Cicia,سيسيا,सीसाआ
ICT,Wichita,ويتشيتا,विचिटा
IDA,Idaho Falls,ايداهو فولز,इडाहो फॉल्स
IDR,Indore,إندور,इंदौर
IEG,Zielona Gora,,ज़ीलोना गोरा
IEV,Kiev,كييف,कीव
IFJ,Isafjordur,اسافجوردور,आयसफियार्डर
IFN,Isfahan,أصفهان,इस्फ़हान
IFO,Ivano Frankivsk,إيفانو فرانكيفسك,इवानो फ्रँकिवस्क
IFP,"","",""
IFU,"","",""
IGA,Inagua,إناغوا,इनागुआ
IGD,Igdir,,इग्डियर
IGG,Igiugig,إيجيوجيج,इजियूगिग
IGR,Iguazu,إجوازو,इगुआजु
IGT,"","",""
IGU,Iguassu Falls,إجوازو,इगुआस्सू फॉल्स
IHR,"","",""
IIL,"","",""
IJK,Izhevsk,,इज़ास्क
IKE,"","",""
IKI,Iki,إيكي,ईकी
IKO,Nikolski,,निकोलस्की
IKS,Tiksi,,टिक्सी
IKT,Irkutsk,إيركوتسك,इरकुत्स्क
ILD,Lleida,,लेइडा
ILE,Killeen,كيلين,किलीन
ILI,Iliamna,إيليامنا,लियाम्ना
ILM,Wilmington,ويلمنغتون,विलमिंगटन
ILO,Iloilo,لويلو,इलोअय्लो
ILP,lle des Pins,,आईलेस डेस पिंस
ILR,Ilorin,إلورين,इलोरिन
ILY,Islay,إسلاي,आइस्ले
IMF,Imphal,إيمفال,इंफाल
IMP,Imperatriz,إمبيراتريز,इम्पेरेटरीज़
IMT,Iron Mountain,آيرون ماونتين,आयरन माउनटेन
INA,"","",""
INB,"","",""
INC,Yinchuan,ينشوان,यिनचुआन
IND,Indianapolis,إنديانابوليس,इंडियानापोलिस
INH,Inhambane,إنهامبان,इन्हांमबेन
INI,Nis,,निस
INL,International Falls,إنترناشونال فولز,इंटरनॅशनल फॉल्स
INN,Innsbruck,إنسبروك,इन्सब्रक
INT,Winston Salem,ونستون سالم,विन्सटन सलेम
INU,Nauru,ناورو,नाउरू
INV,Inverness,إينفيرنيس,इंवेरनेस
INZ,In Salah,عين صلاح,इन सालाह
IOA,Ioannina,يوانينا,इओआंनिना
IOM,Isle Of Man,جزيرة مان,मैन आइलैंड / इसले ऑफ मन
IOQ,"","",""
IOS,Ilheus,إيلهيوس,इलहेउस
IOT,"","",""
IPA,Ipota,إيبوتا,इपोटा
IPC,Easter Island,جزيرة الفصح,ईस्टर आइलैंड
IPH,Ipoh,ايبوه,इपोह
IPI,"","",""
IPL,"","",""
IPN,Ipatinga,,आयपाटिंगा
IPT,Williamsport,ويليام سبورت,विल्लियम्सपोर्ट
IQM,"","",""
IQN,Qingyang,تشينغيانغ,क्विंगयांग
IQQ,Iquique,إكيكي,एकिक
IQT,Iquitos,إكيتوس,इक्विटोस
IRA,Kirakira,كيرا كيرا,किरकिरा
IRC,Circle,,सर्कल
IRI,Iringa,,इरिंगा
IRJ,La Rioja,لا ريوخا,ला रिओया
IRK,Kirksville,كيركسفيل,किर्क्सविल्ल
IRM,"","",""
IRP,Isiro,,इसिरो
ISA,Mount Isa,جبل عيسى,माउंट इसा
ISB,Islamabad,إسلام أباد,इस्लामाबाद
ISC,St. Mary's,,सेंट मैरी
ISE,Isparta,,इस्पार्ता
ISG,Ishigaki,أيشيجاكي,ईशिगकि
ISN,Williston,وليستون,विल्लिस्टन
ISP,Islip,إسليب,आइस्लिप
IST,Istanbul,اسطنبول,इस्तांबुल
ISU,Sulaymaniyah,,सुलयमनिया
ITB,Itaituba,أيتايتوبا,इतैतुबा
ITH,Ithaca,إيثاكا,इथाका
ITO,Hilo,هيلو,हिलो
ITU,"","",""
IUE,Niue Island,جزيرة نيوي,नियू आइलॅंड
IUI,"","",""
IVC,Invercargill,إنفركارجل,इनवेरकारगिल्ल
IVL,Ivalo,إيفالو,इवालो
IVR,"","",""
IWA,Ivanovo,,इवॅनवो
IWD,Ironwood,آيرون وود,आइरनवुड
IWJ,Iwami,,इवामी
IWK,"","",""
IXA,Agartala,أجارتالا,अगरतला
IXB,Siliguri,سيليجوري,सिलीगुरी
IXC,Chandigarh,تشانديغار,चंडीगढ़
IXD,Allahabad,الله أباد,अलाहाबाद
IXE,Mangalore,مانجالور,मंगलौर
IXG,Belgaum,بلجاوم,बेलगाम
IXI,Lilabari,,लैलाबारी
IXJ,Jammu,جامو,जम्मू
IXL,Leh,ليه,लेह
IXM,Madurai,مادوراي,मदुराई
IXR,Ranchi,رانشي,रांची
IXS,Silchar,سيلشار,सिलचर
IXU,Aurangabad,اورانجاباد,औरंगाबाद
IXY,"","",""
IXZ,Port Blair,بورت بلير,पोर्ट ब्लेयर
IYK,"","",""
IZA,Juiz de Fora,,जुइज़ दे फोरा
IZM,Izmir,إزمير,इजमिर
IZO,Izumo,إزومو,इज़ूमु
IZT,"","",""
JAC,Jackson,جاكسون,जैक्सन
JAE,"","",""
JAI,Jaipur,جايبور,जयपुर
JAL,Jalapa,خالابا,जलपा
JAN,Jackson,جاكسون,जैक्सन
JAR,"","",""
JAU,"","",""
JAV,Ilulissat,إيلوليسات,इलूलिसाट
JAX,Jacksonville,جاكسونفيل,जैक्सनविले
JBB,"","",""
JBR,Jonesboro,,जोन्सबोरो
JCH,Qasigiannguit,كاسيجيانغوت,कासीजीआनगुइट
JCK,Julia Creek,,जूलिया क्रीक
JDH,Jodhpur,جودبور,जोधपुर
JDO,Juazeiro Do Norte,جوازيرو دو نورتي,जुएज़ेरो डो नॉर्ट
JDZ,Jingdezhen,جينغدتشن,जिंगदेजहेन
JED,Jeddah,جدة,जेद्दा
JEG,Aasiaat,آسيات,आसियात
JEK,"","",""
JER,Jersey,جيرسي,जर्सी
JFR,Paamiut,باميوت,पायमियट
JGA,Jamnagar,جامناجار,जामनगर
JGD,Jiagedaqi District,,जियाजेडाकी डिस्ट्रिक्ट
JGN,Jiayuguan,جيايوقوان,जिययुगां
JGO,Qeqertarsuaq Airport,كيكيرتارسواك,क़ेक़ेरतारसुाक़ एरपोर्ट
JGS,Ji An,جي إن,जी आन
JHB,Johor Bahru,جوهور باهرو,जोहर बहरू
JHG,Jinghong,جينغهونغ,जींगहोंग
JHM,Kapalua,كابالوا,कॅपल्यूवा
JHS,Sisimiut,سيسيميوت,सिसिमियत 
JHW,Jamestown,جيمستاون,जेम्सटाउन
JIB,Djibouti,جيبوتي,जिबूती
JIC,"","",""
JIJ,Jijiga,,जिजिगा
JIK,Ikaria Island,جزيرة إيكاريا,अकारिआ आइलॅंड
JIM,Jimma,جيما,जिम्मा
JIN,"","",""
JIO,"","",""
JIQ,Qianjiang,,किअंजिआंग
JJD,"","",""
JJG,"","",""
JJM,"","",""
JJN,Quanzhou,تشوانتشو,क़ुआँज़ौ
JJU,Qaqortoq,,कॅकॉरटोक
JKG,Jonkoping,جونكوبينغ,जोंकोपिंग
JKH,Chios,خيوس,चिओस
JKL,Kalymnos,,कलियमनोस 
JKR,"","",""
JKT,Jakarta,جاكرتا,जकार्ता
JLN,Joplin,جوبلين,जोप्लिन
JLR,Jabalpur,جابالبور,जबलपुर
JMJ,"","",""
JMK,Mikonos,ميكونوس,मिकोनोस
JMO,"","",""
JMS,Jamestown,جيمستاون,जेम्सटाउन
JMU,Jiamusi,جياموسي,जिअमुसी
JNB,Johannesburg,جوهانسبرج,जोहानसबर्ग
JNG,Jining,,जीनिंग
JNN,Nanortalik,نانورتاليك,ननोर्टलिक
JNS,Narsaq,نارساك,नर्सक
JNU,Juneau,جونو,जुनो
JNX,Naxos,ناكسوس,नेक्ससोस
JNZ,Jinzhou,جينتشو,जिंज़होउ
JOE,Joensuu,جونسو,जोएंसूऊ
JOG,Yogyakarta,يوغياكرتا,योग्यकर्ता
JOI,Joinville,جوانفيل,ज़ोइंविल्ले
JOK,Yoshkar ola,يوشكار أولا,योशकर ओला
JOS,Jos,جوس,जोस
JPA,Joao Pessoa,جواو بيسوا,जोआओ पेसोा
JPR,Ji-Paran,,जी पारान
JQA,Uummannaq,أوماناك,युअम्मन्नाक
JQE,Jaqué,,जाकवे
JRF,"","",""
JRH,Jorhat,جورهات,जोरहाट
JRO,Kilimanjaro,كليمنجارو,किलिमंजारो
JSA,"","",""
JSH,Sitia,سيتيا,सिशिया
JSI,Skiathos,سكياثوس,स्कियातोस
JSJ,"","",""
JSR,Jessore,جيسور,जेसॉर
JST,Johnstown,جونستاون,जॉन्स्टाउन
JSU,Maniitsoq,مانيتسوك,मानीटसॉक़्
JSY,Syros Island,جزيرة سيروس,स्यरोस आइलॅंड
JTC,Bauru,,बौरु
JTR,Thira,ثيرا,थिरा
JTY,Astypalaia,أستيباليا,अस्तय्पलय
JUB,Juba,جوبا,जुबा
JUH,"","",""
JUJ,Jujuy,خوخوي,जुजुए
JUK,"","",""
JUL,Juliaca,جولياكا,जुलियाका
JUU,"","",""
JUV,Upernavik,,उपेरणाविक
JUZ,Quzhou,تشوتشو,क्यूज़ोऊ
JWN,"","",""
JXA,Jixi,,जिक्सी
JYR,"","",""
JYV,Jyvaskyla,جيفاسكيلا,ज्यूवास्कायाला 
JZH,Jiuzhaigou,جيوزايكو,जीऊज़ैयगो
KAA,"","",""
KAB,Kariba,,करिबा
KAC,"","",""
KAD,Kaduna,كادونا,कादुना
KAE,Kake,,काके
KAJ,Kajaani,كاياني,कजानी
KAL,Kaltag,كالتاغ,कॅलटॅग
KAN,Kano,كانو,कानो
KAO,Kuusamo,كوسامو,कूसामो
KAW,Kawthoung,,कवथौंग
KAZ,"","",""
KBC,Brich Creek,,ब्रीच क्रीक
KBH,"","",""
KBL,Kabul,كابول,काबुल
KBR,Kota Bharu,كوتا بهارو,कोटा भारू
KBU,Laut Island,,लौट आइलैंड
KBV,Krabi,كرابي,क्राबी
KBZ,"","",""
KCA,Kuqa,كوتشا,कूकां
KCC,Coffman Cove,,कॉफमैन कोव
KCF,"","",""
KCH,Kuching,كوتشينغ,कुचिंग
KCK,"","",""
KCL,Grand Marais,جراند ماريه,ग्रांड मरैस
KCM,Kahramanmaras,,कहरामनमारस
KCO,"","",""
KCT,Koggala,,कोगगाला
KCZ,Kochi,كوتشي,कोची
KDA,"","",""
KDH,Kandahar,قندهار,कंधार
KDI,Kendari,كيندارى,केन्डारी
KDL,Kardla,,कार्डला
KDM,Kaadedhdhoo,كاديدهو,काड़ेढ़ढू
KDO,Laamu atoll,لامو أتول,लामु एटोल
KDU,Skardu,سكاردو,स्कार्दू
KDV,Vunisea,يونسيا,वुनसे
KDX,"","",""
KDY,"","",""
KDZ,Kandy,,कैंडी
KEB,"","",""
KEH,Kenmore,,केन्मोर
KEJ,Kemorovo,كيميروفو,केमोरोवो      
KEK,Ekwok,,एक्वोक
KEM,Kemi Tornio,كيمي تورنيو,केमी टॉरनीओ
KEO,"","",""
KEP,Nepalgunj,,नेपालगंज
KER,Kerman,كرمان,केरमान
KET,Kengtung,كينغتونغ,केंगटंग
KEU,"","",""
KEW,Keewaywin,,किवयविन
KFP,False Pass,,फॉल्स पास
KFS,Kastamonu,,कस्टमोनु
KGA,Kananga,,कनॅंगा
KGC,Kingscote,كينسكوت,किंग्सकोट
KGD,Kaliningrad,كالينينغراد,कैलिनिनग्राद
KGE,Kagau Island,جزيرة كاغاو,कागाऊ आइलॅंड
KGF,Karaganda,كراغندي,करागांडा
KGI,Kalgoorlie,كالغورلي,केल्गूर्ली
KGK,Koliganek,,कॉलिगानेक
KGL,Kigali,كيغالي,किगाली
KGP,Kogalym,كوغاليم,कोगल्यम
KGQ,"","",""
KGS,Kos,كوس,कोस
KGT,Kangding,,कैंडिंग
KGX,Grayling,,ग्रेय्लिन्ग
KHD,Khorram Abad,خرم آباد,खुर्रमाबाद
KHE,Kherson,,खेरसॉन
KHG,Kashi,كاشي,काशी
KHH,Kaohsiung,كاوشيونغ,कौहज़ियांग
KHI,Karachi,كراتشي,कराची
KHK,"","",""
KHM,Khamti,,ख़मती
KHN,Nanchang,نانتشانغ,नानचांग
KHQ,"","",""
KHS,Khasab,خصب,खासाब
KHV,Khabarovsk,خاباروفسك,खाबरोवस्क
KHX,"","",""
KHY,"","",""
KHZ,"","",""
KID,Kristianstad,,क्रिस्तीअनस्टॅंड
KIE,Kineshma,,किनेशमा
KIF,Kingfisher Lake,الرفراف بحيرة,किंगफिशर लेक
KIH,Kish Island,جزيرة كيش,किश आइलैंड
KIJ,Niigata,نيغاتا,निगाटा
KIM,Kimberley,كيمبرلي,किम्बरली
KIN,Kingston,كينغستون,किंग्स्टन
KIR,Kerry County,مقاطعة كري,केरी काउंटी
KIS,Kisumu,كيسومو,किसुमु
KIT,Kithira,كيثيرا,किथीरा
KIV,Chisinau,كيشيناو,किसिनौ
KIY,"","",""
