city_code,city_name_en,city_name_ar,city_name_hi
SKD,Samarkand,سمرقند,समरक़ंद
SKG,Thessaloniki,ثيسالونيك,थेस्सलोनिकी
SKK,Shaktoolik,,शकतूलिक
SKN,Stokmarknes,ستوكماركنس,स्टोकमार्कनेस
SKO,Sokoto,سوكوتو,सोकोतो
SKP,Skopje,سكوبي,स्कोप्जे
SKT,Sialkot,سيالكوت,सियालकोट
SKU,Skiros,سكيروس,स्कीरोस
SKX,Saransk,,सरांस्क
SKZ,Sukkur,سوكور,सकर
SLA,Salta,سالتا,साल्टा
SLC,Salt Lake City,سولت ليك سيتي,साल्ट लेक सिटी
SLH,Sola,سولا,सोला
SLI,Solwesi,,सॉलवेसी
SLK,Saranac Lake,ساراناك ليك,सरनाक लेक
SLL,Salalah,صلالة,सलालाह
SLM,Salamanca,سالامانكا,सॅलमेंका
SLN,"","",""
SLP,San Luis Potosi,سان لويس بوتوسي,सॅन लुइस पोटोसी
SLQ,Sleetmute,,स्लीटम्यूट
SLU,St Lucia,سانت لوسيا,सेंट लूसिया
SLV,"","",""
SLW,Saltillo,سالتيلو,सल्टिल्लो
SLX,Salt Cay,,सौंल्ट कैय
SLY,Salekhard,سالخارد,सलेखार्ड
SLZ,Sao Luis,ساو لويس,साओ लुइस
SMA,Santa Maria Island,سانتا ماريا آيلاند,सांता मारिया आइलैंड
SMI,Samos,ساموس,सेमोस
SMK,St. Michael,,सेंट माइकल
SML,Stella Maris,ستيلا ماريس,स्टेला मैरिस
SMQ,Sampit Borneo Island,جزيرة سامبيت ورنيو,सम्पिट बोर्नियो आइलॅंड
SMR,Santa Marta,سانتا مارتا,सांता मार्ता
SMS,Sainte Marie,سانت ماري,सेंट मरिए
SMT,"","",""
SMX,Santa Maria,سانتا ماريا,सांता मारिया
SNA,Santa Ana,سانتا آنا,सांता ऐना
SNC,Salinas,ساليناس,सलायनांस
SNE,Sao Nocolau Island,,साओ नोकोलौ आइलॅंड
SNG,"","",""
SNN,Shannon,شانون,शैनन
SNO,Sakon Nakhon,ساكون ناخون,सकोन नखोन
SNP,St Paul Island,جزيرة سانت بول,सेंट पॉल आइलैंड
SNR,St Nazaire,سانت نازير,सेंट नज़िर
SNU,Santa Clara,سانتا كلارا,सांता क्लारा
SNW,Thandwe,ثاندوي,ठानडवे
SOB,S rmell‚k,,एस रिमल‚क
SOC,Solo City,سولو سيتي,सोलो सिटी
SOF,Sofia,صوفيا,सोफिया
SOG,Sogndal,سوجندال,सोगन्डल
SOJ,Sorkjosen,,सोर्कजोसेन
SOM,San Tome,سان تومي,सॅन टोम
SON,Santo,سانتو,सेंटो
SOQ,Sorong,سورونغ,सोरोंग
SOU,Southampton,ساوثامبتون,साउथेम्प्टन
SOV,"","",""
SOW,Show Low,,शो लो
SOY,Stronsay,,स्ट्रोन्ज़ेयी
SPC,Santa Cruz De La Palma,سانتا كروز دي لا بالما,सांता क्रूज़ डे ला पाल्मा
SPD,Saidpur,,सईदपुर
SPI,Springfield,سبرينغفيلد,स्प्रिंगफील्ड
SPK,Sapporo,سابورو,सपोरो
SPN,Saipan,سايبان,सायपन
SPP,Menongue,,मिनन्ग्यु
SPR,San pedro,سان بيدرو,सैन पेड्रो
SPS,Wichita Falls,ويتشيتا فولز,विचिता फॉल्स
SPU,Split,سبليت,स्प्लिट
SPY,San Pedro,,सैन पेड्रो
SQD,"","",""
SQG,Sintang-Borneo Island,,सिंतांग-बॉर्नीयो आइलॅंड
SQJ,"","",""
SRE,Sucre,سوكري,सुक्रे
SRG,Semarang,سيمارانج,सेमारंग
SRI,Samarinda,,सामरिंदा
SRK,"","",""
SRP,Stord,ستورد,स्टोर्ड 
SRQ,Bradenton Sarasota,برادنتون / ساراسوتا,ब्रैडैंटन सरसोटा
SRV,Stony River,,स्टोनी रिवर
SRY,Dasht E Naz,دشتي ناز,दश्त ई नाज़
SRZ,Santa Cruz,سانتا كروز,सांता क्रुज़
SSA,Salvador,سلفادور,साल्वाडोर
SSG,Malabo,مالابو,मलाबो
SSH,Sharm El Sheikh,شرم الشيخ,शर्म अल शेख
SSI,Brunswick,,ब्रंसविक
SSJ,Sandnessjoen,,सांड़नेस्स्जोएन
SSR,Pentecost Island,جزيرة بينتيكوست,पेंटेकोस्ट आइलैंड
STD,Santo Domingo,سانتو دومينغو,सैंटो डोमिंगो
STG,St. George,,सेंट जॉर्ज
STI,Santiago,سانتياغو,सैंटियागो
STL,St Louis,سانت لويس,सेंट लुईस
STM,Santarem,سانتاريم,सॅनटारिम
STO,Stockholm,ستوكهولم,स्टॉकहोम
STR,Stuttgart,شتوتغارت,स्टटगार्ट
STS,Santa Rosa,سانتا روزا,सांता रोजा
STT,St Thomas,سانت توماس,सेंट थॉमस
STV,Surat,سورات,सूरत
STW,Stavropol,ستافروبول,स्टावरोपोल
STX,St Croix Island,جزيرة سانت كروا,सेंट क्रोइक्स आइलॅंड
SUB,Surabaya,سورابايا,सुराबाया
SUF,Lamezia Terme,اميزيا تيرمي,लमेज़िया टर्म
SUG,Sangley Point,سانغلي بوينت,सॅंग्ली पॉइंट
SUJ,Satu Mare,ساتو ماري,सातु मेर
SUK,"","",""
SUN,Hailey Sun Valley,هيلي صن فالي,हैले सन वैली
SUP,"","",""
SUR,Summer Beaver,سامر بيفر,समर बीवर
SUV,Suva,سوفا,सुवा
SUX,Sioux City,سيوكس سيتي,सियु सिटी
SUY,"","",""
SVA,Savoonga,سافونجا,सवूँगा 
SVB,Sambava,سامبافا,संबवा
SVC,Silver City,سيلفر سيتي,सिल्वर सिटी
SVD,St Vincent,سانت فنسنت,सेंट विंसेंट
SVG,Stavanger,ستافنجر,स्टवान्गर
SVJ,Svolv R,سفولفار,सवोल्व आर
SVK,"","",""
SVL,Savonlinna,سافونلينا,सवोनलिन्ना
SVP,Kuito,,कुइतो
SVQ,Sevilla,إشبيلية,सेविला
SVR,"","",""
SVS,"","",""
SVU,Savusavu,سافوسافو,साउुसाऊ
SVX,Ekaterinburg,إيكاترينبرغ,एकटेरिन्बर्ग
SWA,Shantou,شانتو,शान्तौ 
SWJ,Malekula Island,جزيرة ماليكولا,मलेकुला आइलॅंड
SWO,"","",""
SWQ,Sumbawa Island,,सुंबावा आइलैंड
SWT,Strezhevoy,,स्ट्रेज़ेवॉय
SWV,"","",""
SXB,Strasbourg,ستراسبورغ,स्ट्रासबर्ग
SXK,"","",""
SXM,St Maarten,سانت مارتن,सेंट मार्टेन
SXP,Nunam Iqua,,नुनम इक्वा
SXR,Srinagar,سريناغار,श्रीनगर
SXZ,"","",""
SYB,Seal Bay,,सील बे
SYD,Sydney,سيدني,सिडनी
SYJ,"","",""
SYM,Simao,سيماو,सिमाओ
SYO,Shonai,,शोनाइ
SYR,Syracuse,سيراكيوز,सिरैक्यूज़
SYS,"","",""
SYX,Sanya,سانيا,सान्या
SYY,Stornoway,ستورنوواي,स्टोर्नोवे 
SYZ,Shiraz,شيراز,शिराज
SZA,Soyo,,सोयो
SZE,"","",""
SZF,Samsun,سامسون,सॅम्स्यून
SZG,Salzburg,سالزبورغ,साल्जबर्ग
SZI,"","",""
SZK,Skukuza,سكوكوزا,स्कूकूजा
SZX,Shenzhen,شنتشن,शेन्ज़ेन
SZY,"","",""
SZZ,Szczecin,شتشيتسين,सजक्ज़ेसन
TAB,Tobago,توباغو,टोबेगो
TAC,Tacloban,تاكلوبان,टॅक्लॉबन
TAE,Taegu,تايجو,तइगु
TAG,Tagbilaran,تاغبيلاران,तागबिलरन
TAH,Tanna,تانا,तन्ना
TAI,Taiz,تعز,टाइयिज़
TAK,Takamatsu,تاكاماتسو,ताकामात्सू
TAL,Tanana,,तनाना
TAM,Tampico,تامبيكو,टैमपिको
TAO,Qingdao,تشينغداو,चिंगदाओ
TAP,Tapachula,تاباتشولا,तपचुला
TAS,Tashkent,طشقند,ताशकंद
TAT,Poprad,بوبراد,पोपराद
TAY,Tartu Ulenurme,تارتو يولينيرم,तार्तू उलेंनर्म
TAZ,Dasoguz,,डसोगज़
TBB,Tuy Hoa,توي هوا,ट्यू होआ
TBF,"","",""
TBG,Tabubil,تابوبيل,ताबुबिल
TBH,Romblon,,रॉम्बलॉन
TBI,"","",""
TBN,Fort Leonard Wood,فورت ليونارد وود,फोर्ट लियोनार्ड वुड
TBO,Tabora,تابورا,तबोरा
TBP,Tumbes,أديس أبابا,टुंब्स
TBS,Tbilisi,تبليسي,त्बिलिसी
TBT,Tabatinga,,तबाटींगा
TBU,Nuku Alofa,نوكو ألوفا,नुकू अलोफा
TBW,Tambow,تامبو,तम्बो
TBZ,Tabriz,تبريز,तबरीज़
TCA,Tennant Creek,,टेनेंट क्रीक
TCB,Treasure Cay,تريجر كاي,ट्रेजर के
TCD,"","",""
TCG,Tacheng,تاتشنغ,टाचेंग
TCI,"","",""
TCO,Tumaco,توماكو,ट्यूमाको
TCQ,Tacna,تاكنا,टेक्ना
TCR,"","",""
TCT,Takotna,,टाकोटना
TCX,"","",""
TCZ,Tengchong,,टेन्ग्चोन्ग
TDD,Trinidad,ترينيداد,त्रिनिदाद
TDG,Tandag,,टॅनडेज
TDK,Taldykorgan,,टॉल्डदायकोलन
TDX,Trat,ترات,ट्रेट
TEE,Tebessa,تبسة,टेबेसा
TEN,Tongren,,टोंग्रेन
TEQ,Çorlu,,कोर्लू
TER,Lajes Terceira Island,اجيس جزيرة تيرسيرا,लाजेस तर्सिरा आइलॅंड
TET,Tete,تيتي,टेटे
TEX,"","",""
TEZ,Tezpur,,तेजपुर
TFF,Tefe,,टैफे
TFI,Tufi,,टफ़ी 
TGC,Tanjung Manis,,टॅनजंग मॅनीस
TGD,Podgorica,بودجوريكا,पॉड्गोरिका
TGG,Kuala Terengganu,كوالا تيرينجانو,कुआला तेरेंगगानु
TGH,Tongoa Island,بودغوريكا غولوبوفسي,टोंगोवा आइलॅंड
TGI,"","",""
TGJ,Tiga,تيجا,टिगा
TGM,Tirgu Mures,تارجو موريس,टियर्गू मुरेस
TGO,Tongliao,تونغلياو,तोंगलिओ
TGP,"","",""
TGR,Touggourt,تقرت,तौग्गौर्त
TGT,Tanga,,टांगा
TGU,Tegucigalpa,تيغوسيغالبا,टेग्यूसिगॅल्पा
TGZ,Tuxtla Gutierrez,توكستلا غوتيريز,टक्सट्लॅ गुटीएररेज़
THD,Thanh Hoa,,थॅन होवा
THE,Teresina,تيريسينا,तेरेसिना
THL,Tachilek,تاتشيلك,तक़िलेक
THN,Trollhattan,,ट्रॉलहैट्टन
THQ,Tianshui,,त्यानशुई
THR,Tehran,طهران,तेहरान
THS,Sukhothai,سوخوثاي,सुखोथाय
THU,Pituffik,بيتوفيك,पीटुफ्फिक
THX,"","",""
TIA,Tirana,تيرانا,तिराना
TID,Tiaret,تيارت,टीयरेट
TIF,Taif,الطائف,तैफ
TIH,Tikehau,تايكاو,टिकेहउ
TII,Tarin Kowt,,टेरिन कोवत्
TIJ,Tijuana,تيخوانا,तिजुआना
TIM,Timika,تيميكا,तिमीका
TIN,Tindouf,تندوف,टिन्डौफ़
TIP,Tripoli,طرابلس,त्रिपोली
TIR,Tirupati,تيروباتي,तिरुपति
TIU,Timaru,تيمارو,तीमारू
TIV,Tivat,تيفات,टिवत
TIW,Tacoma,,टकोमा
TIZ,Tari,تاري,तरी
TJA,Tarija,تاريخا,तरीजा
TJK,"","",""
TJL,"","",""
TJM,Tyumen,تيومين,ट्यूमन
TJN,"","",""
TJQ,Tanjung Pandan,تانجونج باندان,तंजुंग पंदन
TJS,"","",""
TJU,Kulyab,,कुलयाब
TKD,Takoradi,,तकोरादि
TKE,Tenakee Springs,,तेनकी स्प्रिंग्स
TKG,Bandar Lampung Sumatra Island,بندر لامبونج- جزيرة سومطرة,बंदर लाम्पुंग सुमात्रा आइलॅंड
TKJ,"","",""
TKK,Chuuk,شوك,चुउक
TKN,Tokunoshima,,तोकुनोशिमा
TKP,Takapoto,تاكابوتو,तकापोतो
TKQ,Kigoma,كيغوما,किगोमा
TKS,Tokushima,توكوشيما,टोकुशिमा
TKU,Turku,توركو,टुर्कु
TKV,"","",""
TKX,Takaroa,تاكارو,तकरोआ
TLA,Teller,,टेलर
TLE,Toliara,توليارا,टोलिआरा
TLH,Tallahassee,تالاهاسي,टॅलहॅसी
TLI,"","",""
TLJ,Tatalina,تاتالينا,ततालिना
TLK,"","",""
TLL,Tallinn,تالين,तेलिन
TLM,Tlemcen,تلمسان,ट्लेम्सेन
TLN,Hyeres,هيريس,हएरेस
TLQ,"","",""
TLS,Toulouse,تولوز,तौलौस
TLT,Tuluksak,,तुलुकसक
TLU,"","",""
TLV,Tel Aviv Yafo,تل أبيب يافا,टेल अवीव याफो
TLY,"","",""
TMC,Waikabubak Sumba Island,جزيرة ايكابوكاك سومبا,वैकबूबक सुंबा आइलॅंड
TME,Tame,,टेम
TMF,"","",""
TMI,Tumling Tar,تاملينغ تار,तुमलिंग तार
TMJ,Termez,ترمذ,टर्मेज़
TML,Tamale,,टमाले
TMM,Toamasina,تواماسينا,टोअमसिना
TMN,"","",""
TMP,Tampere,تامبيري,टाम्परे
TMR,Tamanrasset,تمنراست,तमनरास्सेट
TMS,Sao Tome,ساو تومي,साओ टोम
TMT,Oriximina,,ओरिक्सिमीना 
TMU,Nicoya,نيكويا,निकोया
TMW,Tamworth,تامورث,टॅमवर्थ
TMX,Timimoun,تيميمون,तिमीमोन
TNA,Jinan,جينان,जिनान
TNC,Tin City,,टिन सिटी
TNE,Tanegashima,,तनेगाशिमा
TNG,Tangier,طنجة,टॅंजियर
TNH,"","",""
TNJ,Tanjung Pinang,تانجونغ بينانغ,तांजुंग पिनांग
TNK,Tununak,,ट्यून्यूनेक
TNN,Tainan,تاينان,ताइनान
TNO,Nicoya,نيكويا,निकोया
TNR,Antananarivo,أنتاناناريفو,अंटानानारिवो
TOB,Tobruk,طبرق,टोब्रुक
TOE,Tozeur,توزر,तोज़ेउर
TOF,Tomsk,تومسك,टॉम्स्क
TOG,Togiak Village,توغياك فيليج,तोजियाक विलेज
TOH,Loh Linua,لوه لينوا,लोह लिनुआ
TOL,Toledo,توليدو,टोलेडो
TOS,Tromso,ترومسو,टॉम्सो
TOU,Touho,توهو,टोहू
TOV,"","",""
TOY,Toyama,توياما,टोयामा
TPA,Tampa,تامبا,ताम्पा
TPE,Taipei,تايبيه,ताइपेई
TPP,Tarapoto,تارابوتو,तारापोटो
TPQ,Tepic,تبيك,टेपिक
TPS,Trapani,تراباني,ट्रापानि
TQA,"","",""
TQI,"","",""
TQL,"","",""
TQR,Tremiti Islands,جزر تريميتي,ट्रेमिति आइलॅंड
TRA,"","",""
TRC,Torreon,توريون,टॉरियॉन
TRD,Trondheim,تروندهايم,ट्रॉनहैम
TRE,Tiree,تيري,टाइयरी
TRG,Tauranga,تاورانجا,तौरान्गा
TRI,Blountville,لاونت فيلي,ब्लौंटविल्ल
TRK,Taraken,تاراكين,तारकेन
TRN,Turin,تورين,ट्यूरिन
TRO,Taree,,तारी
TRR,Trinciomalee,,ट्रिंकओमाली
TRS,Trieste,تريست,ट्राएस्टे
TRU,Trujillo,تروخيو,ट्रूजिलो
TRV,Trivandrum,تريفاندروم,त्रिवेंद्रम
TRW,Tarawa,تاراوا,टरावा
TRZ,Tiruchirappally,تيروتشيرابالي,तिरूचिराप्पल्ली
TSE,Tselinograd,تسلينوغراد,त्सेलिनोग्राद
TSJ,Tsushima,تسوشيما,त्सुशीमा 
TSN,Tianjin,تيانجين,तियानजिन
TSR,Timisoara,تيميسوارا,तिमिसोअरा
TST,Trang,ترانج,ट्रांग
TSU,"","",""
TSV,Townsville,تاونزفيل,टाउन्सविल
TSY,"","",""
TTA,Tan Tan,طانطان,टैन टैन
TTE,Ternate,تيرنيت,तेरनाते
TTJ,Tottori,,टोत्टोरी
TTQ,Roxana,روكسانا,रोक्साना
TTT,Fengnin,فينغنين,फेंगनिन
TTU,Tetouan,تطوان,टेटौआन
TUB,Tubuai,توبواي,तुबुआई
TUC,Tucuman,توكومان,टुकुमन
TUF,Tours,,टूर्स
TUG,Tuguegarao,توغويغاراو,तुगुएगारओं
TUI,Turaif,طريف,तुरैफ़
TUK,Turbat,تربت,तुर्बत
TUL,Tulsa,تولسا,तुलसा
TUN,Tunis,تونس,ट्यूनिस
TUO,Taupo,تاوبو,तौपो
TUP,Tupelo,توبيلو,टुपेलो
TUS,Tucson,توكسون,ट्यूसॉन
TUU,Tabuk,تبوك,टाबुक
TVC,Traverse City,ترافيرس سيتي,ट्रैवर्स सिटी
TVF,Thief River Falls,ثيف ريفر فولز,थीफ रिवर फाल्स
TVS,Tangshan,,तांगशन 
TVU,Matei,ماتي,मातेई
TVY,Dawei,داوي,दावेई
TWA,Twin Hills,,ट्विन हिल्स
TWB,Toowoomba,,टुवूम्बा
TWF,Twin Falls,,ट्विन फॉल्स
TWT,"","",""
TWU,Tawau,تاواو,तावौ
TXE,"","",""
TXF,"","",""
TXK,Texarkana,تإكسركنا,टेक्सारकाना
TXN,Huangshan,هوانغشان,हुआंगशन
TYD,"","",""
TYF,Torsby,,टॉरसबी
TYL,Talara,تالارا,तलारा
TYN,Taiyuan,تاييوان,ताइयुआन
TYO,Tokyo,طوكيو,टोकियो
TYR,Tyler,تايلر,टायलर
TYS,Knoxville,نوكسفيل,नाक्सविल
TZL,"","",""
TZX,Trabzon,طرابزون,ट्राब्जोन
UAH,Ua Huka,أوا هوكا,ऊ हुका
UAK,Narsarsuaq,نارسارسواك,नारसारसुवक 
UAP,Ua Pou,أوا,उआ पौ
UAQ,San Julian,سان جوليان,सैन जूलियन
UAS,Samburu south,سامبورو ساوث,संबूरू साउत
UBA,Uberaba,برابا,उबेराबा
UBJ,Yamaguchi,ياماغوتشي,यामागुची
UBP,Ubon Ratchathani,أوبون راتشاثاني,युबॉन रतचातानी
UBS,"","",""
UCB,"","",""
UCT,Ukhta,أوختا,उखता
UDI,Uberlandia,أوبيرلانديا,उबेर्लंदिया
UDJ,Uzhgorod,أوزجورود,उज़गोरोड
UDR,Udaipur,أودايبور,उदयपुर
UEL,Quelimane,كويليمان,क्वेलिमान
UEO,Kumejima,كوميجيما,कुमेजिमा
UET,Quetta,كويتا,क्वेटा
UFA,Ufa,أوفا,ऊफ़ा
UGC,Urgench,أورجينتش,अर्जेंच
UGI,"","",""
UIB,Quibdo,كويبدو,क्विब्डो
UIH,Phucat,فو كات,फुकट
UII,Utila,أوتيلا,यूटीला
UIN,Quincy,كوينسي,क्विंसी
UIO,Quito,كيتو,क्विटो
UIP,Quimper,كيمبيه,क्विम्पर
UKA,Ukunda,,उकुंडा
UKG,"","",""
UKK,Ust Kamenogorsk,أوست كامينوغورسك,अस्ट कामेनोगोर्स्क
UKX,Ust-Kut,,ऊएसटी कट
ULB,Ambryn Island,جزيرة امبرين,आंब्रीन आइलॅंड
ULD,Ulundi,,उलुंदी
ULG,Olgii,,ओल्गी
ULH,Al-Ula,,अल-उला
ULK,Lensk,,लेंस्क
ULN,Ulaanbaatar,أولان باتور,उलानबाटार
ULO,Ulaangom,,उलानगोम
ULP,Quilpie,,क़ुईल्पीए
ULV,Ulyanovsk,,उल्यानोवस्क
ULX,Ulusaba,,उलूसाबा
ULY,"","",""
ULZ,"","",""
UMD,Uummannaq,,उउम्मननाक़
UME,Umea,أوميا,अमीया
UMS,Ust-Maya,,अस्ट-माया
UND,Kunduz,قندوز,कुंदुज़
UNG,Kiunga,كيونغا,किउंगा
UNK,Unalakleet,,आनलेक्लित
UNN,Ranong,رانونج,रानोंग
UOA,"","",""
UOL,"","",""
UPG,Ujung pandang,أوجونغ باندانغ,उज्ंग पंडांग
UPK,"","",""
UPN,Uruapan,أوروابان,उरुआपन
URA,Uralsk,أورالسك,उरलस्क
URC,Urumqi,أورومتشي,उरम्कय
URE,Kuressaare,,कुरेस्सारा
URG,Uruguaiana,اوروغوايانا,उरुगुआइअना
URJ,Uraj,يوراج,उराज
URO,"","",""
URS,Kursk,كورسك,कुर्स्क
URT,Surat Thani,سورات ثاني,सूरत थानी
URY,Guriat,القريات,गुरियत
USH,Ushuaia,أوشوايا,उशुआइया
USK,Usinsk,أوسينسك,यूसिन्स्क
USM,Koh Samui,كوه ساموي,कोह समुई
USN,Ulsan,أولسان,उल्सान
USQ,Usak,,उसाक
USR,"","",""
UST,St. Augustine Airport,,सेंट अगस्टीन एयरपोर्ट
USU,Busuanga,بوسوانغا,बुसुआंग
UTH,Udon Thani,أودون ثاني,उडोन थानी
UTN,Upington,أبينجتون,उपिंगटन
UTO,Indian Mountains,,इंडियन माउंटन्स
UTP,Pattaya,باتايا,पटाया
UTS,"","",""
UTT,Umtata,امتاتا,उम्टाटा 
UUA,"","",""
UUD,Ulan Ude,أولان أودي,उलान-उडे
UUS,Yuzhno Sakhalinsk,يوجنو ساخالينسك,युज़नो सखलींस्क
UVE,Ouvea,أوفيا,औवेआ
UYL,Nyala,نيالا,नायला
UYN,Yulin,يولين,युलिन
UYU,Uyuni,,उयूनी
UZR,"","",""
VAA,Vaasa,فاسا,वासा
VAG,Varginha,,वार्जिनाया
VAI,Vanimo,,वनीमो
VAK,Chevak,تشيفاك,छेवाक
VAL,"","",""
VAM,Maamigili,,मामीगिली
VAN,Van,,वैन
VAO,Suavanao,سوافاناو,स्वावॅनवो
VAR,Varna,فارنا,वार्ना
VAS,Sivas,,सिवास
VAV,Vava'u Island,,वावा'उ आइलॅंड
VAW,Vardø,,वार्डो
VBA,"","",""
VBP,"","",""
VBV,Vanua Balavu,فانوا بالافو,वानुआ बालवू
VBY,Visby,فيسبي,विसबी
VCA,Can Tho,كان ثو,कैन थौ
VCE,Venice,البندقية,वेनिस
VCL,Chu Lai,تشو لاي,चू लाइ
VCS,Conson,كونسون,कॉन्सन
VCT,Victoria,فيكتوريا,विक्टोरिया
VCV,Victorville,,विक्टोरविल्ल
VDA,Ovda,أوفدا,ओवडा
VDC,Vit¢ria Da Conquista,,विट ¢ रिया दा कन्क्विस्टा
VDE,Hierro,هييرو,हिएररो 
VDH,Dong Hoi,,डोंग होई
VDM,Viedma,فييدما,वेदमा
VDS,Vadso,فادسو,वाडसो
VDZ,Valdez,فالديز,वाल्डेज़
VEE,Venetie,,वेनेटीए
VEL,Vernal,فيرنال,वर्नल
VER,Veracruz,فيراكروز,वेराक्रूज
VFA,Victoria Falls,شلالات فيكتوريا,विक्टोरिया फॉल्स
VGA,Vijayawada,فيجاياوادا,विजयवाड़ा
VGO,Vigo,فيغو,विगो
VGZ,Villa Garzon,,विला गारज़न
VHC,Saurimo,,सौरिमो
VHM,Vilhelmina,فيلهلمينا,विल्हेल्मिना
VHV,"","",""
VHZ,"","",""
VIE,Vienna,فيينا,वियेन्ना
VIF,Vieste,,विएस्ट
VIG,El Vig¡a,,एल विगिया
VII,Vinh,فينه,विन्ह
VIJ,Spanish town,سبانيش تاون,स्पॅनिश टाउन
VIL,Dakhla,الداخلة,दाखला
VIN,"","",""
VIT,Vitoria,فيتوريا,विटोरिया
VIX,Vitoria,فيتوريا,विटोरिया
VKG,Rach Gia,راش جيا,राच जिया
VKT,Vorkuta,فوركوتا,वोरकुटा
VLC,Valencia,فالنسيا,वालेंसिया
VLD,Valdosta,فلدوستا,वाल्दॉस्ता 
VLI,Port Vila,بورت فيلا,पोर्ट विला
VLL,Valladolid,فالادوليد,वल्लदोलिड
VLN,Valencia,فالنسيا,वालेंसिया
VLS,Valesdir,فالسدر,वेलस्डियर
VLV,Valera,فاليرا,वलेरा
VLY,"","",""
VNO,Vilnius,فيلنيوس,विल्नियस
VNS,Varanasi,فاراناسي,वाराणसी
VNX,Vilankulu,فيلانكولو,विलनकूलु
VOG,Volgograd,فولغوغراد,वोल्गोग्राड
VOL,Nea Anghialos,نيا أنخيالوس,नि आन्गिओलस
VOZ,Voronezh,فورونيج,वोरोनेज़
VPE,Ondjiva,,ओंजिवा
VPG,"","",""
VPS,Valparaiso,فالبارايسو,वॅल्परेसो
VPY,Chimoio,شيمويو,चिमोयो
VQS,Vieques Island,جزيرة بيكيس,विईक्ज़ आइलैंड 
VRA,Varadero,فاراديرو,वरदेरो
VRB,Vero Beach,,वेरो बीच
VRC,Virac,فيراك,विराक
VRL,"","",""
VRN,Verona,فيرونا,वेरोना
VRY,Værøy,,वैरोय
VSA,Villahermosa,فيلاهيرموسا,विल्लाहर्मोसा
VSE,"","",""
VTE,Vientiane,فينتيان,विएनटियान
VTU,Las Tunas,,लास टुनस
VTZ,Visakhapatnam,فيزاكا باتنام,विशाखापट्नम
VUP,Valledupar,توربو,वैलेडयुपर
VUS,Veliky Ustyug,,वेलिकी उस्तयुग
VUU,"","",""
VVC,Villavicencio,فيلافيسينسيو,विल्लाविसेन्सीओ
VVO,Vladivostok,فلاديفوستوك,व्लादिवोस्तोक
VVZ,Illizi,إليزي,इल्लिजी
VXC,Lichinga,ليتشينغا,लीचिंगा
VXE,Sao Vicente Island,جزيرة ساو فيسنتي,साओ विसेंट आइलॅंड
VXO,Vaxjo,فاكسجو,वॅक्स्जो
VYI,"","",""
WAA,Wales,,वेल्स
WAE,"","",""
WAG,Wanganui,انجانوي,वांगनोई
WAS,Washington,واشنطن,वाशिंगटन
WAT,Waterford,ووترفورد,वॉटरफोर्ड
WAW,Warsaw,وارسو,वारसा
WBB,Stebbins,,स्टेब्बींस
WBM,Wapenamanda,,वेप्नामॅंडा
WBQ,Beaver,,बिएवर
WDH,Windhoek,ويندهوك,विंडहोक
WDS,"","",""
WEC,"","",""
WEF,Weifang,يفانغ,वेफ़ांग
WEH,Weihai,يهاى,वैहै
WEI,Weipa,ويبا,विपा
WGA,Wagga Wagga,واجا واجا,वैगा वैगा
WGN,"","",""
WGP,Waingapu,,वैनगापु 
WHF,"","",""
WIC,Wick,ويك,विक
WIN,Winton,,विंटन
WJR,Wajir,,वजीर
WJU,Wonju,ونجو,वोंजू
WKJ,Wakkanai,,वॉकॅनाइ
WKK,Aleknagik,أليكناجيك,आलेनेजिक
WLE,"","",""
WLG,Wellington,ولينغتون,वेलिंगटन
WLH,Walaha,والاها,वॉलेहा
WLK,Selawik,,सेलविक
WLP,"","",""
WLS,Wallis,,वालिस
WMB,"","",""
WMI,"","",""
WMK,"","",""
WMN,Maroantsetra,ماروانتسيترا,मॉरोअनट्सेटरा
WMO,White Mountain,,व्हाइट माउंटेन
WMT,"","",""
WMX,Wamena,وامينا,वमेना
WNA,"","",""
WNH,Wenshan,,वेनशान
WNN,Wunnumin Lake,بحيرة وانو مين,वन्यूमीन लेक
WNP,Naga,ناغا,नागा
WNR,Windorah,,विंडोराह
WNZ,Wenzhou,وينتشو,वानजाउ
WOL,"","",""
WPR,"","",""
WPU,"","",""
WRE,Whangarei,انجاري,वॉन्गेरी
WRG,Wrangell,رانجل,व्रंगेल्ल
WRL,Worland,ورلاند,वोरलंड
WRO,Wroclaw,فروتسواف,व्रोकलाव
WRY,Westray,,वेसट्रे
WRZ,"","",""
WSN,South Naknek,,साउथ नक्नेक
WSX,Westsound,,वेस्ट्सॉउन्ड
WSZ,Westport,ويستبورت,वेस्टपोर्ट
WTK,Noatak,نواتا,नोएटक
WTL,Tuntutuliak,,टुन्तुतुलिअक
WUA,Wuhai,,वूहाइ
WUH,Wuhan,ووهان,वुहान
WUN,"","",""
WUS,Wuyishan,ووييشان,वुईशान
WUT,"","",""
WUU,"","",""
WUX,Wuxi,وشى,वक्सी
WUZ,Wuzhou,ووتشو,वज़होउ
WVB,Walvis Bay,والفيز باي,वैल्विस बे
WWK,Wewak,ويواك,वेवाक
WWP,North Whale Pass,,नार्थ व्हेल पास
WWT,Newtok,,न्यूटॉक
WXN,Wanxian,انكزيان,वैनक्सीयन
WYA,Whyalla,,व्ह्याला
WYS,West Yellowstone,,वेस्ट येलोस्टोन
