city_code,city_name_en,city_name_hi,city_name_ar
NOU,Noumea,नौमिया,نوميا
GEG,Spokane,स्पोकेन,سبوكان
GEL,"","",""
GEO,Georgetown,जॉर्ज टाउन,جورج تاون
GER,Nueva Gerona,नुएवा जेरोना,
GES,General Santos City,जनरल सैंटोस सिटी,مدينة جنرال سانتوس
GET,Geraldton,जेराल्टोन,جيرالدتون
GEV,Gallivare,गैलिवेयर,جاليفار
GFF,Griffith,ग्रिफ़िथ,
GFK,Grand Forks,ग्रांड फोर्कस,غراند فوركس
GFN,Grafton,ग्राफ्टन,
GGG,Gladewater Kilgore Longview,ग्लाडवॉटर किल्गोर लोंगव्यू,كلادووتر / كيلغور / لونغفيو
GGT,George Town,जॉर्ज टाउन,جورج تاون
GHA,Ghardaia,गारडैया,غرداية
GHB,Governors Harbour,गवर्नर्स हार्बर,جارفرنرز هاربر
GHT,Ghat,घाट,
GIB,Gibraltar,जिब्राल्टर,جبل طارق
RIO,Rio De Janeiro,रियो डी जनेरियो,ريو دي جانيرو
GIL,Gilgit,गिलगित,جيلجيت
GIS,Gisborne,गिसबॉर्न,جيسبورن
GIZ,Gizan,गिज़न,جيزان
GJL,Jijel,जिजेल,جيجل
GJT,Grand Junction,ग्रांड जंक्शन,غراند جانكشن
GKA,Goroka,गोरोका,جوروكا
GKK,Kooddoo,कूद्डू,
GLA,Glasgow,ग्लासगो,غلاسكو
GLF,Golfito,गोल्फीटो,غولفيتو
GLT,Gladstone,ग्लैडस्टोन,غلادستون
GLU,"","",""
GMB,Gambella,गेमबेला,غامبيلا
SEL,Seoul,सियोल,سيول
GMQ,"","",""
GMR,Totegegie,टोटेगेगी,توتي جيجي
GND,Grenada,ग्रेनडा,غرينادا
GNU,Goodnews Bay,गुडन्यूज़ बे,
GNV,Gainesville,गइनेसविल,غاينيسفيل
GNY,Sanliurfa,संलिर्फ़ा,
GOA,Genoa,जेनोआ,جنوة
GOH,Nuuk,नूक,نوك
GOI,Goa,गोवा,غوا
GOJ,Nizhniy Novgorod,निज़नीय नोवगोरोड,نيجني نوفغورود
GOM,Goma,गोमा,
GOP,Gorakhpur,गोरखपुर,جوراخبور
GOQ,Golmud,गोल्मड,جلمود
GOT,Gothenburg,गोथेनबर्ग ,غوتنبرغ
GOV,Gove,गोव,غوف
GPA,Patras,पॅटरास,باتراس
GPI,Guapi,गुआपी,غوابي
GPS,Galapagos Is,गलापागोस इस,أرخبيل غالاباغوس
GPT,Gulfport,गल्फपोर्ट,جولفبورت
GRB,Green Bay,ग्रीन बे,غرين باي
GRI,Grand Island,ग्रैंड आइलैंड,غراند آيلاند
GRJ,George,जॉर्ज,جورج
ILE,Killeen,किलीन,كيلين
GRO,Gerona,जेरोना,جيرونا
GRQ,Groningen,ग्रोनिंगन,جرونينجن
GRR,Grand Rapids,ग्रैंड रेपिड्स,غراند رابيدز
GRV,Grozny,ग्रोज्नी,غروزني
GRW,Graciosa Island,ग्रासिओसा आइलैंड,جزيرة غراسيوزا
GRX,Granada,ग्रेनाडा,غرناطة
GRZ,Graz,ग्राज़,غراتس
GSM,Gheshm,घेशम्,قشم
GSO,Greensboro High Point High Point,ग्रीन्सबोरो  हाई  पॉइंट  हाई  पॉइंट,غرينزبورو/ هاي بوينت / هاي بوينت
GSP,Greenville Greer,ग्रेयेनविल ग्रियर,غرينفيل / غرير
GTE,Groote Eylandt,ग्रोएट आइलॅंड,جروتي يلاندت
GTF,Great Falls,ग्रेट फॉल्स,غريت فولز
GTO,Gorontalo,गोरोन्तालो,جورونتالو
GTZ,"","",""
GUA,Guatemala City,ग्वाटेमाला सिटी,مدينة غواتيمالا
GUB,"","",""
GUC,Gunnison,गनीसान,غنيسن
GUM,Tamning,टैंमनिंग,تامنينغ
GUR,Gurney,गर्नी,
GUW,Atyrau,अतिरौ,أتيراو
GVA,Geneva,जिनेवा,جنيف
GVR,Governador Valadares,गवर्नेडॉर वलडेर्स,
GWD,Gwadar,ग्वेदार,جوادر
GWL,Gwalior,ग्वालियर,جواليور
GWT,Westerland,वेस्टरलैंड,ويسترلاند
GXH,Xiahe city,झियाही सिटी,
BAK,Baku,बाकू,
GYE,Guayaquil,ग्वायेकिल,غواياكيل
GYM,"","",""
GYN,Goiania,गोयानिआ,غويانيا
GYS,Guangyuan,ग्वांगयुआन,قوانغيوان
GYU,Guyuan,गुयुआन,
GZO,Gizo,गिज़ो,جيزو
GZP,Alanya,अलान्या,
GZT,Gaziantep,गाजियांटेप,غازي عنتاب
HAC,Hachijojima,हाचिज़ॉजिमा,
HAD,Halmstad,हॉल्म्स्टॅड,هالمستاد
YVA,Moroni,मोरोनी,
HAJ,Hannover,हनोवर,هانوفر
HAK,Haikou,हॉइकोउ ,هايكو
HAM,Hamburg,हैम्बर्ग,هامبورغ
HAN,Hanoi,हनोई,هانوي
HAQ,Haa dhaalu atoll,हा ढालु एटोल,ها دالو أتول
HAS,Hail,हेल,حائل
HAU,Haugesund,हौगसन्द,هاوغيسند
HAV,Havana,हवाना,هافانا
HBA,Hobart,होबार्ट,هوبارت
ALY,Alexandria,अलेग्ज़ॅंड्रिया,الإسكندرية
HBX,"","",""
HDF,Heringsdorf,हेरिंगसदोर्फ,هيرينغسدورف
HDG,Handan,हान्डान,
HDM,"","",""
HDN,Hayden,हेडन,هايدن
HDS,Hoedspruit,होएड्स्प्रूट,هويدسبرويت
HDY,Hat Yai,हत याई,هات ياي
HEA,Herat,हेरात,هرات
HEH,Heho,हेहो,هيهو
HEK,Heihe,हैहे,هيهي
HEL,Helsinki,हेलसिंकी,هلسنكي
HER,Heraklion,हेराक्लिओन,هيراكليون
HET,Hohhot,होहोट,هوهوت
HFA,"","",""
HFE,Hefei,हेफ़ेई,خفي
HFT,Hammerfest,ह्म्मरफेस्ट ,هامرفست
HGA,Hargeisa,हेर्गियीसा,هرجيسا
HGH,Hangzhou,हांग्जो,هانغتشو
HGN,Mae Hong Son,माए हॉंग सन,ماى هونغ سون
HGO,Korhogo,कॉरहोगो,كورهوغو
HGR,Hagerstown,हैगर्सटाउन,هاغرستوون
HGU,Mount Hagen,माउंट हेगन,مونت هاغن
HHH,Hilton Head,हिल्टन हेड,هيلتون هيد
HIA,Huai An,हुअई एन,
HIB,Chisholm Hibbing,कैशोलम हिबिंग,تشيشولم / هيبينغ
HID,Horn Island,हॉर्न आइलैंड,هورن آيلاند
HIJ,Hiroshima,हिरोशिमा,هيروشيما
HIM,"","",""
HIN,Sacheon,शेचेन,ساتشيون
HIR,Honiara,होनियारा,هونيارا
HJJ,Zhijiang,ज़ीजीयंग,
HJR,Khajuraho,खजुराहो,خاجوراهو
HKD,Hakodate,हकॉडेट,هاكوداته
HKG,Hong Kong,होंग कॉंग,هونغ كونغ
HKK,Hokitika,होकिटिका,هوكيتيكا
HKN,Hoskins,होस्किंस,هوسكينز
HKT,Phuket,फुकेत,فوكيت
JNB,Johannesburg,जोहानसबर्ग,جوهانسبرج
HLD,Hailar,हैइलर,هايلار
HLH,Ulanhot,उलानहॉट,أولانهوت
HLN,Helena,हेलेना,هيلينا
HLZ,Hamilton,हैमिल्टन,هاميلتون
HMA,Khanty Mansiysk,खांटी मानसियस्क,خانتي مانسيسك
HMB,Sohag,सोहाग,
HME,Hassi Messaoud,हस्सी  मेस्सावुड,حاسي مسعود
HMI,Hami,हामी,هامي
HMO,Hermosillo,हर्मोसिलो,هيرموسيلو
HMV,Hemavan,हेमावान,هيمافان
HNA,Hanamaki,हानामाकी,هاناماكي
TYO,Tokyo,टोकियो,طوكيو
HNH,Hoonah,हूनह,هوناه
HNL,Honolulu,होनोलूलू,هونولولو
HNM,Hana,हाना,هانا
HNS,Haines,हेन्स,هينز
HOB,Hobbs,हॉब्स,هوبس
HOF,Al Ahsa,अल अह्सा,الأحساء
HOG,Holguin,होल्गिन,هولغوين
HOI,Hao island,हाओ आइलैंड,جزيرة هاو
HOM,Homer,होमर,هومر
HOR,Horta,होरता ,هورتا
HOT,Hot Springs,हॉट स्प्रिंग्स,هت سبرينغز
HOU,Houston,ह्यूस्टन,هيوستن
HOV,Orsta-Volda,ऑर्स्टा-वोल्डा,
HPB,Hooper Bay,हूपर बे,هوبر باي
HPH,Haiphong,हाइफोंग,هايفونغ
HPN,Westchester County,वेस्टचेस्टर काउंटी,مقاطعة ويستتشستر
HRB,Harbin,हार्बिन,هاربين
HRE,Harare,हरारे,هراري
HRG,Hurghada,हर्गहाडा,الغردقة
HRI,Mattala,मत्ताला,
HRK,Kharkov,खारकोव,خاركوف
HRL,Harlingen,हर्लिंगन,هارلنغن
HRO,Harrison,हैरिसन,هاريسون
HSG,Saga,सागा,ساغا
HSN,Zhoushan,ज़्होशन,تشوشان
HSV,Huntsville,हंट्सविल,هانتسفيل
HTA,Chita,चीता,تشيتا
HTG,Khatanga,खाटँगा,
HTI,Hamilton Island,हैमिल्टन आइलॅंड,جزيرة هاميلتون
HTN,Hotan,होटन,هوتان
HTS,Huntington Ashland,हटिंगटन ऐशलैंड,هنتنغتون آشلاند
HTT,"","",""
HTY,Hatay,हटे,
HUE,Humera,हुमेरा,
HUH,Huahine Island,हुआहिने आइलैंड,جزيرة هواهين
HUI,Hue,ह्यू,هوي
HUN,Hualien,ह्यूलियन,هوالين
HUO,"","",""
HUU,Hu nuco,हू नुको,
HUX,Bahias Dehuatulco,बहियास देहुआतुल्को,باهياس دا هواتولكو
HUY,Humberside,हम्बरसाइड,هامبرسايد
HUZ,Huizhou,हुईज़ोउ,
HVB,Hervey Bay,हार्वे बे,خليج هيرفي
HVD,Khovd,खोवद,
HVN,New Haven,न्यू हेवन,نيو هيفن
HXD,Hilton Head Island,हिल्टन हेड आइलैंड,
HYA,Hyannis,ह्यांनिस,هيانيس
HYD,Hyderabad,हैदराबाद,حيدر أباد
HYN,Huangyan,हुआंगयान,هوانغيان
HYS,Hays,हेज़,هايز
HZG,Hanzhong,हैन्ज़ॉंग,
HZH,Liping,लीपिंग,
IAA,Igarka,इगारका,
IAG,Niagara Falls,नाइयगरा फॉल्स,شلالات نياجرا
IAM,Zarzaitine,ज़ॅयरज़िटिन,زرزايتين
IAR,Yaroslavl,यारोस्लावल,
IAS,Iasi,आयएएसआय,إياسي
IBA,Ibadan,इबादन,
IBE,Ibague,इबाग,إيباجي
IBR,Ibaraki,इबाराकी,
IBZ,Ibiza,ईबीज़ा,إيبيزا
ICT,Wichita,विचिटा,ويتشيتا
IDA,Idaho Falls,इडाहो फॉल्स,ايداهو فولز
IDR,Indore,इंदौर,إندور
IEG,Zielona Gora,ज़ीलोना गोरा,
IEV,Kiev,कीव,كييف
IFN,Isfahan,इस्फ़हान,أصفهان
IFO,Ivano Frankivsk,इवानो फ्रँकिवस्क,إيفانو فرانكيفسك
IFP,"","",""
IGA,Inagua,इनागुआ,إناغوا
IGD,Igdir,इग्डियर,
IGR,Iguazu,इगुआजु,إجوازو
IGU,Iguassu Falls,इगुआस्सू फॉल्स,إجوازو
IHR,"","",""
IIL,"","",""
IJK,Izhevsk,इज़ास्क,
THR,Tehran,तेहरान,طهران
IKI,Iki,ईकी,إيكي
IKS,Tiksi,टिक्सी,
IKT,Irkutsk,इरकुत्स्क,إيركوتسك
ILD,Lleida,लेइडा,
ILM,Wilmington,विलमिंगटन,ويلمنغتون
ILO,Iloilo,इलोअय्लो,لويلو
ILP,lle des Pins,आईलेस डेस पिंस,
ILR,Ilorin,इलोरिन,إلورين
IMF,Imphal,इंफाल,إيمفال
IMP,Imperatriz,इम्पेरेटरीज़,إمبيراتريز
IMT,Iron Mountain,आयरन माउनटेन,آيرون ماونتين
INA,"","",""
INC,Yinchuan,यिनचुआन,ينشوان
IND,Indianapolis,इंडियानापोलिस,إنديانابوليس
INH,Inhambane,इन्हांमबेन,إنهامبان
INI,Nis,निस,
INL,International Falls,इंटरनॅशनल फॉल्स,إنترناشونال فولز
INN,Innsbruck,इन्सब्रक,إنسبروك
INV,Inverness,इंवेरनेस,إينفيرنيس
IOA,Ioannina,इओआंनिना,يوانينا
IOM,Isle Of Man,मैन आइलैंड / इसले ऑफ मन,جزيرة مان
IOS,Ilheus,इलहेउस,إيلهيوس
IPC,Easter Island,ईस्टर आइलैंड,جزيرة الفصح
IPH,Ipoh,इपोह,ايبوه
IPI,"","",""
IPN,Ipatinga,आयपाटिंगा,
IPT,Williamsport,विल्लियम्सपोर्ट,ويليام سبورت
IQM,"","",""
IQN,Qingyang,क्विंगयांग,تشينغيانغ
IQQ,Iquique,एकिक,إكيكي
IQT,Iquitos,इक्विटोस,إكيتوس
IRA,Kirakira,किरकिरा,كيرا كيرا
IRI,Iringa,इरिंगा,
IRJ,La Rioja,ला रिओया,لا ريوخا
IRK,Kirksville,किर्क्सविल्ल,كيركسفيل
ISA,Mount Isa,माउंट इसा,جبل عيسى
ISB,Islamabad,इस्लामाबाद,إسلام أباد
ISE,Isparta,इस्पार्ता,
ISG,Ishigaki,ईशिगकि,أيشيجاكي
ISN,Williston,विल्लिस्टन,وليستون
ISP,Islip,आइस्लिप,إسليب
IST,Istanbul,इस्तांबुल,اسطنبول
ISU,Sulaymaniyah,सुलयमनिया,
ITH,Ithaca,इथाका,إيثاكا
OSA,Osaka,ओसाका,أوساكا
ITO,Hilo,हिलो,هيلو
IUE,Niue Island,नियू आइलॅंड,جزيرة نيوي
IVC,Invercargill,इनवेरकारगिल्ल,إنفركارجل
IVL,Ivalo,इवालो,إيفالو
IWA,Ivanovo,इवॅनवो,
IWD,Ironwood,आइरनवुड,آيرون وود
IWJ,Iwami,इवामी,
IXA,Agartala,अगरतला,أجارتالا
IXB,Siliguri,सिलीगुरी,سيليجوري
IXC,Chandigarh,चंडीगढ़,تشانديغار
IXD,Allahabad,अलाहाबाद,الله أباد
IXE,Mangalore,मंगलौर,مانجالور
IXI,Lilabari,लैलाबारी,
IXJ,Jammu,जम्मू,جامو
IXL,Leh,लेह,ليه
IXM,Madurai,मदुराई,مادوراي
IXR,Ranchi,रांची,رانشي
IXS,Silchar,सिलचर,سيلشار
IXU,Aurangabad,औरंगाबाद,اورانجاباد
IXY,"","",""
IXZ,Port Blair,पोर्ट ब्लेयर,بورت بلير
IYK,"","",""
IZA,Juiz de Fora,जुइज़ दे फोरा,
IZO,Izumo,इज़ूमु,إزومو
IZT,"","",""
JAC,Jackson,जैक्सन,جاكسون
JAI,Jaipur,जयपुर,جايبور
JAN,Jackson,जैक्सन,جاكسون
JAV,Ilulissat,इलूलिसाट,إيلوليسات
JAX,Jacksonville,जैक्सनविले,جاكسونفيل
SDQ,Santo Domingo,सैंटो डोमिंगो,سانتو دومينغو
JDH,Jodhpur,जोधपुर,جودبور
JDO,Juazeiro Do Norte,जुएज़ेरो डो नॉर्ट,جوازيرو دو نورتي
JDZ,Jingdezhen,जिंगदेजहेन,جينغدتشن
JED,Jeddah,जेद्दा,جدة
JEG,Aasiaat,आसियात,آسيات
JER,Jersey,जर्सी,جيرسي
JFR,Paamiut,पायमियट,باميوت
JGD,Jiagedaqi District,जियाजेडाकी डिस्ट्रिक्ट,
JGN,Jiayuguan,जिययुगां,جيايوقوان
JGS,Ji An,जी आन,جي إن
JHB,Johor Bahru,जोहर बहरू,جوهور باهرو
JHG,Jinghong,जींगहोंग,جينغهونغ
JHM,Kapalua,कॅपल्यूवा,كابالوا
JHS,Sisimiut,सिसिमियत ,سيسيميوت
JHW,Jamestown,जेम्सटाउन,جيمستاون
JIB,Djibouti,जिबूती,جيبوتي
JIJ,Jijiga,जिजिगा,
JIK,Ikaria Island,अकारिआ आइलॅंड,جزيرة إيكاريا
JIM,Jimma,जिम्मा,جيما
JIQ,Qianjiang,किअंजिआंग,
JJD,"","",""
JJM,"","",""
JJN,Quanzhou,क़ुआँज़ौ,تشوانتشو
JKG,Jonkoping,जोंकोपिंग,جونكوبينغ
JKH,Chios,चिओस,خيوس
JKL,Kalymnos,कलियमनोस ,
JLN,Joplin,जोप्लिन,جوبلين
JLR,Jabalpur,जबलपुर,جابالبور
JMJ,"","",""
JMK,Mikonos,मिकोनोस,ميكونوس
JMS,Jamestown,जेम्सटाउन,جيمستاون
JMU,Jiamusi,जिअमुसी,جياموسي
JNG,Jining,जीनिंग,
JNU,Juneau,जुनो,جونو
JNX,Naxos,नेक्ससोस,ناكسوس
JNZ,Jinzhou,जिंज़होउ,جينتشو
JOE,Joensuu,जोएंसूऊ,جونسو
JOG,Yogyakarta,योग्यकर्ता,يوغياكرتا
JOI,Joinville,ज़ोइंविल्ले,جوانفيل
JPA,Joao Pessoa,जोआओ पेसोा,جواو بيسوا
JPR,Ji-Paran,जी पारान,
JQA,Uummannaq,युअम्मन्नाक,أوماناك
JRH,Jorhat,जोरहाट,جورهات
JRO,Kilimanjaro,किलिमंजारो,كليمنجارو
JSH,Sitia,सिशिया,سيتيا
JSI,Skiathos,स्कियातोस,سكياثوس
JSR,Jessore,जेसॉर,جيسور
JST,Johnstown,जॉन्स्टाउन,جونستاون
JSU,Maniitsoq,मानीटसॉक़्,مانيتسوك
JSY,Syros Island,स्यरोस आइलॅंड,جزيرة سيروس
JTC,Bauru,बौरु,
JTR,Thira,थिरा,ثيرا
JTY,Astypalaia,अस्तय्पलय,أستيباليا
JUB,Juba,जुबा,جوبا
JUJ,Jujuy,जुजुए,خوخوي
JUL,Juliaca,जुलियाका,جولياكا
JUV,Upernavik,उपेरणाविक,
JUZ,Quzhou,क्यूज़ोऊ,تشوتشو
JWN,"","",""
JXA,Jixi,जिक्सी,
JYV,Jyvaskyla,ज्यूवास्कायाला ,جيفاسكيلا
JZH,Jiuzhaigou,जीऊज़ैयगो,جيوزايكو
KAC,"","",""
KAE,Kake,काके,
KAJ,Kajaani,कजानी,كاياني
KAN,Kano,कानो,كانو
KAO,Kuusamo,कूसामो,كوسامو
KAW,Kawthoung,कवथौंग,
KBL,Kabul,काबुल,كابول
KBR,Kota Bharu,कोटा भारू,كوتا بهارو
KBU,Laut Island,लौट आइलैंड,
KBV,Krabi,क्राबी,كرابي
KBZ,"","",""
KCA,Kuqa,कूकां,كوتشا
KCH,Kuching,कुचिंग,كوتشينغ
KCM,Kahramanmaras,कहरामनमारस,
KCZ,Kochi,कोची,كوتشي
KDH,Kandahar,कंधार,قندهار
KDI,Kendari,केन्डारी,كيندارى
KDM,Kaadedhdhoo,काड़ेढ़ढू,كاديدهو
KDO,Laamu atoll,लामु एटोल,لامو أتول
KDU,Skardu,स्कार्दू,سكاردو
KDV,Vunisea,वुनसे,يونسيا
REK,Reykjavik,रेक्जवीक,ريكيافيك
KEH,Kenmore,केन्मोर,
KEJ,Kemorovo,केमोरोवो      ,كيميروفو
KEK,Ekwok,एक्वोक,
KEM,Kemi Tornio,केमी टॉरनीओ,كيمي تورنيو
KEP,Nepalgunj,नेपालगंज,
KER,Kerman,केरमान,كرمان
KET,Kengtung,केंगटंग,كينغتونغ
KEU,"","",""
KFS,Kastamonu,कस्टमोनु,
KGC,Kingscote,किंग्सकोट,كينسكوت
KGD,Kaliningrad,कैलिनिनग्राद,كالينينغراد
KGF,Karaganda,करागांडा,كراغندي
KGI,Kalgoorlie,केल्गूर्ली,كالغورلي
KGK,Koliganek,कॉलिगानेक,
KGL,Kigali,किगाली,كيغالي
KGP,Kogalym,कोगल्यम,كوغاليم
KGS,Kos,कोस,كوس
KGT,Kangding,कैंडिंग,
KHD,Khorram Abad,खुर्रमाबाद,خرم آباد
KHE,Kherson,खेरसॉन,
KHG,Kashi,काशी,كاشي
KHH,Kaohsiung,कौहज़ियांग,كاوشيونغ
KHI,Karachi,कराची,كراتشي
KHM,Khamti,ख़मती,
KHN,Nanchang,नानचांग,نانتشانغ
KHS,Khasab,खासाब,خصب
KHV,Khabarovsk,खाबरोवस्क,خاباروفسك
KHY,"","",""
KID,Kristianstad,क्रिस्तीअनस्टॅंड,
KIE,Kineshma,किनेशमा,
KIH,Kish Island,किश आइलैंड,جزيرة كيش
KIJ,Niigata,निगाटा,نيغاتا
KIM,Kimberley,किम्बरली,كيمبرلي
KIN,Kingston,किंग्स्टन,كينغستون
KIR,Kerry County,केरी काउंटी,مقاطعة كري
KIS,Kisumu,किसुमु,كيسومو
KIT,Kithira,किथीरा,كيثيرا
KIV,Chisinau,किसिनौ,كيشيناو
KJA,Krasnojarsk,क्रासनोजार्स्क,كراسنوجارسك
KKA,Koyuk,कोयुक,
KKC,Khon Kaen,खॉन केन,خون كاين
KKE,Kerikeri,केरीकेरी,كيريكيري
KKH,Kongiganak,कोंगईगनक,
KKJ,Kitakyushu,किटाकियुशु,كيتاكيوشو
KKN,Kirkenes,किर्केनस,كيركينيس
KKX,Kikai,कीकई,
KLB,"","",""
KLF,Kaluga,कालुगा,
KLO,Kalibo,कालिबो,كاليبو
KLR,Kalmar,कलमार,كالمار
KLU,Klagenfurt,क्लैगनफुर्ट,كلاغنفورت
KLV,Karlovy vary,कार्लोवी वेरी,كارلوفي فاري
KLW,Klawock,क्लॉवॉक,
KLX,Kalamata,कालामाटा,كالاماتا
KMG,Kunming,कुनमिंग,كونمينغ
KMI,Miyazaki,मियाज़ाकी,ميازاكي
KMJ,Kumamoto,कुमामोटो,كوماموتو
KMQ,Kanazawa,कानाज़ावा,كانازاوا
KMS,Kumasi,कुमासि,
KMV,Kalemyo,कलेमायो,كاليميو
KND,Kindu,किंडू,
KNG,Kaimana,कामाना,
KNH,Chinmen,चिनमेन,كنمن
MES,Medan,मेडन,ميدان
KNS,King Island,किंग आइलैंड,كينغ آيلاند
KNX,Kununurra,कुनुनुर्रा,كونونورا
KOA,Kona,कोना,كونا
KOE,Kupang,कुपांग,كوبانغ
KOI,Kirkwall Orkney Island,किरकवाल ओर्कनेय आइलॅंड,كيركوال / جزيرة أوركني
KOJ,Kagoshima,कागोशिमा,كاجوشيما
KOK,Kokkola Pietarsaari,कॉक्कोला पिएटरसारी,كوكولا / بيتار ساري
KOM,"","",""
KOP,Nakhon Phanom,नॅखन फॅनॉम,ناخون فانوم
KOS,Sihanoukville,सिहानौकवील्ल,
KOV,Kokshetau,कोकक्षतौ,كوكشيتاو
KOW,Ganzhou,गाँझोऊ,قانتشو
KPN,Kipnuk,किपनुक,
KPO,"","",""
KPW,"","",""
KRF,Kramfors,क्रामफोर्स,كرامفورس
KRK,Krakow,क्राको,كراكوف
KRL,Korla,कोरला,كورلا
KRN,Kiruna,किरुना,كيرونا
KRP,Karup,कॅरूप,كاروب
KRR,Krasnodar,क्रास्नोडार,كراسنودار
KRS,Kristiansand,क्रिस्टीअनसैंड,كريستيانساند
KRT,Khartoum,खार्तूम,الخرطوم
KRW,Krasnovodsk,क्रश्नोवोड़स्क,
KRY,Karamay,करमाय,كاراماي
KSC,Kosice,कोसिसे,كوسيتش
KSD,Karlstad,कार्लस्टाड,
KSH,Kermanshah,कर्मनशाह,كرمنشاه
KSJ,Kasos Island,कसोस आइलॅंड,جزيرة كاسوس
KSL,"","",""
KSM,St Marys,सेंट मेरीज़,سانت ماريز
KSN,Kostanay,कोस्टने,كوستناي
KSO,Kastoria,कस्टोरिआ,كاستوريا
KSQ,Khanabad,खानबाद,خان أباد
KSU,Kristiansund,क्रिस्टियनसंड,كريستيانساند
KSY,Kars,कार्स,
KTA,Karratha,कर्रता,كاراثا
KTB,Thorne Bay,थॉर्न बे,
KTE,Kerteh,केरटेह,كيرتيه
KTG,Ketapang,केटपांग,كيتابانج
KTJ,"","",""
KTL,Kitale,किटले,كيتالي
KTM,Kathmandu,काठमांडू,كاتماندو
KTN,Ketchikan,केट्चिकन,كيتشيكان
KTT,Kittila,किट्टिला,كيتيلا
KTW,Katowice,केटोवीसा,كاتوفيتسه
KUA,Kuantan,कुआंटन,كوانتان
KUD,Kudat,कुदत,كودات
KUF,Samara,समारा,سامارا
KUH,Kushiro,कुशिरो ,
KUL,Kuala Lumpur,कुआला लम्पुर,كوالا لمبور
KUM,Yakushima,याकुशिमा,
KUO,Kuopio,कूवोपीयो,كوبيو
KUS,Kulusuk,कुलसक,كولوسوك
KUT,Kutaisi,कुटायसी,كوتايسي
KUU,Kullu Manali,कुल्लू मनाली,كولو منالي
KUV,Gunsan,गूनसान,جونسان
KVA,Kavala,कवाला,كافالا
KVD,Ganja,गांजा,غانيا
KVG,केवीयेंग,कावी ेंग,
KVK,Apatity,आपाटीटी,
KVX,Kirov,किरॉव,كيروف
KWA,Kwajalein,क्वाजालीन,كواجالين
KWE,Guiyang,गुईयांग,غوييانغ
KWI,Kuwait,कुवैत,الكويت
KWJ,Kwangju,क्वांग्जू,كوانجو
KWK,Kwigillingok,क्विगिलिंगोक,
KWL,Guilin,गुइलिन,قويلين
KWM,Kowanyama,कोवनयमा,
KWZ,Kolwezi,कोल्वेज़ी,
KXK,"","",""
KYA,Konya,कोन्या,قونية
KYP,Kyaukpyu,कयौकप्यू,كياكبيو
KYZ,Kyzyl,केझल,كيزيل
KZI,Kozani,कोजानि,كوزاني
KZN,Kazan,कज़ान,كازان
KZO,Kzyl Orda,कज़िवाएल ओर्डा,كيزيلوردا
KZR,Kutahya,कुटहया,
KZS,Kastelorizo,कास्टेलोरीज़ो,كاستيلوريزو
LAD,Luanda,लुआंदा,لواندا
LAE,Nadzab,नॅड्ज़ब,نادزاب
LAJ,"","",""
LAN,Lansing,लांसिंग,لانسينغ
LAO,Laoag,लॉग,لاواج
LAP,La Paz,ला पेज़,لاباز
LAQ,Al Bayda,अल बायदा,البيضاء
LAR,Laramie,लारामि,لارامي
LAU,Lamu,लामु,لامو
LAW,Lawton,लॉटन,لوتون
LAX,Los Angeles,लॉस एंजिलस,لوس انجليس
LBA,Leeds,लीड्स,ليدز
LBB,Lubbock,लुब्बॉक्क,لوبوك
LBD,Khudzhand,खुद्ज़ांड,خجند
LBE,Latrobe,लॅटरोब,لاتروب
LBJ,Labuhan bajo,लाबुहन बाजो,أبوهان باجو
LBS,Lambasa,लम्बासा,لامباس
LBU,Labuan,लाबुआन,لابوان
LBV,Libreville,लिब्रेविल,ليبرفيل
LCA,Larnaca,लारनाका,لارنكا
LCG,La Coruna,ला कोरुना,لا كورونيا
LCH,Lake Charles,लेक चार्ल्स,بحيرة تشارلز
LCX,Longyan,लोंगयान,
LON,London,लंडन,لندن
LDB,Londrina,लोन्द्रिना,لوندرينا
LDE,Lourdes Tarbes,लूर्डेस टर्बेंस,لورديس تاربيس
LDH,Lord Howe Island,लॉर्ड हॉवे आइलॅंड,جزيرة لورد هاو
LDU,Lahad Datu,लहाद दाटू,لاهاد داتو
LDY,"","",""
LEA,Learmonth,लअरमन्थ,ليرمونث
LEB,Hanover Lebanon White River,हनोवर लेबनान व्हाइट रिवर,هانوفر / ليبانون / وايت ريفر
LEC,Lençóis,लेंकोइस,
LED,St Petersburg,सेंट पीटर्सबर्ग,سان بطرسبرج
LEI,Almeria,अल्मरिया,الميريا
LEJ,Leipzig Halle,लीपज़िग हाले,لايبزيغ / هال
LEN,Leon,लियोन,ليون
LET,Leticia,लेटिसिया,ليتيسيا
LEX,Lexington,लेक्सिंगटन,ليكسينغتون
LFM,"","",""
LFR,La Fria,ला फ्रिया,لا فريا
LFT,Lafayette,लाफीयेट,لافاييت
LFW,Lome,लोम,لومي
LGB,Long Beach,लोंग बीच,لونغ بيتش
LGG,Liege,लीज,لييج
LGI,Dead Mans Cay,डेड मेन्स केय,ديدمانز كاي
LGK,Langkawi,लैंगकॉवी,لانكاوي
LGP,Legaspi,लेगास्पि,ليغاسبي
LGQ,Lago Agrio,लागो आग्रिओ,
LHE,Lahore,लाहौर,لاهور
LHW,Lanzhou,लंज़ौ,لانتشو
LIF,Lifou,लिफॉ,ليفو
LIG,Limoges,लिमोजस,ليموج
LIH,Kauai,काउई,كاواي
LIL,Lille,लिली,ليل
LIM,Lima,लीमा,ليما
LIO,Limon,लिमोन,
LIQ,Lisala,लिसाला,
